Latitude,Longitude,MAT,MAP,LC_IGBP,FLUXCOM_GPP,FLUXCOM_GPP_filter
-79.25,-163.25,-24.94,339.65,15,NaN,NaN
39.75,41.25,1.15,450.68,10,1.2827,1.2827
-72.75,76.75,-26.62,175.85,15,NaN,NaN
-14.75,126.25,25.99,1115,10,2.1213,2.1213
-86.25,-121.75,-39.88,27.38,15,NaN,NaN
-86.25,121.75,-49.97,27.35,15,NaN,NaN
-87.25,-43.75,-44.68,25.92,15,NaN,NaN
-87.25,43.75,-50.26,10.56,15,NaN,NaN
30.25,-110.75,19.86,410.39,7,1.64,1.64
30.25,110.75,10.13,1239.3,4,3.8229,3.8229
-88.25,-171.25,-50.05,20.57,15,NaN,NaN
-88.25,171.25,-50.17,20.07,15,NaN,NaN
-71.75,-7.75,-17.5,477.49,15,NaN,NaN
-71.75,7.75,-20.19,362.21,15,NaN,NaN
70.75,-46.75,-20,238.56,15,NaN,NaN
-70.75,46.75,-34.22,759.52,15,NaN,NaN
70.75,-81.75,-13.81,234.86,10,0.19772,0.19772
23.25,-13.25,25.68,49.29,16,NaN,NaN
23.25,13.25,23.78,10.27,16,NaN,NaN
28.25,23.75,21.61,16.17,16,NaN,NaN
-28.25,23.75,16.93,350.51,7,0.50681,0.50681
15.75,33.25,28.76,170.26,16,0.18056,NaN
-15.75,33.25,26.62,908.83,10,2.963,2.963
78.25,-50.75,-27.8,105.91,15,NaN,NaN
-78.25,50.75,-55.06,47.94,15,NaN,NaN
-71.75,154.75,-27.9,555.7,15,NaN,NaN
-70.25,-64.75,-20.63,471.93,15,NaN,NaN
78.25,-40.75,-30.37,133.73,15,NaN,NaN
-78.25,40.75,-56.11,52.93,15,NaN,NaN
-70.25,64.75,-23.44,358.71,15,NaN,NaN
65.25,-76.25,-8.58,383.64,10,0.20703,0.20703
65.25,76.25,-6.29,504.82,9,0.88855,0.88855
55.25,-93.75,-3.99,503.08,8,1.6424,1.6424
55.25,93.75,-0.83,371.04,5,2.1954,2.1954
36.75,36.75,16.35,603.65,12,1.4144,1.4144
57.25,159.75,-4,510.94,10,1.2462,1.2462
-27.75,134.75,21.64,174.15,7,-0.051868,-0.051868
68.25,-161.75,-11.46,248.52,7,0.51998,0.51998
67.25,153.75,-12.09,227.33,9,0.91297,0.91297
2.25,36.75,20.99,542.49,10,1.4208,1.4208
-2.25,36.75,20.65,682.8,10,1.6541,1.6541
62.75,36.25,1.39,645.83,9,2.0198,2.0198
-20.75,-63.75,20.5,712.09,4,4.6093,4.6093
52.75,30.75,6.47,599.07,5,2.1479,2.1479
5.25,32.75,28.38,974.54,10,2.4523,2.4523
-5.25,32.75,23.49,967.16,10,3.0756,3.0756
-21.75,146.75,23.09,605.66,7,1.302,1.302
61.75,-124.25,-7.64,315.82,10,0.90072,0.90072
61.75,124.25,-9.49,309.38,9,1.2259,1.2259
-6.75,144.25,22.72,3870.8,2,6.7027,6.7027
-81.25,-130.75,-23.85,82.08,15,NaN,NaN
-81.25,130.75,-46.06,66.38,15,NaN,NaN
66.75,169.75,-10.9,288.72,7,0.44939,0.44939
45.25,56.25,9.69,140.22,10,0.47745,0.47745
6.25,19.25,25.61,1308.2,4,5.4094,5.4094
-6.25,19.25,23.89,1622.7,8,4.8222,4.8222
4.75,-60.75,21,1645.6,10,1.7892,1.7892
-4.75,-60.75,26.53,2436.3,2,6.5949,6.5949
56.75,-104.25,-2.35,510.92,8,1.4037,1.4037
70.75,81.75,-10.81,369.87,7,0.39915,0.39915
-70.75,81.75,-27.18,217.5,15,NaN,NaN
59.25,48.75,1.92,610.06,5,2.5477,2.5477
63.25,132.25,-11.24,239.78,8,1.3816,1.3816
52.75,42.25,5.11,529.26,12,1.4721,1.4721
-29.25,146.75,20.46,415.21,7,0.8813,0.8813
64.75,-49.25,-5.87,484.69,15,NaN,NaN
64.75,49.25,-1.45,584.09,1,1.6166,1.6166
-84.25,-131.25,-25.28,61.79,15,NaN,NaN
-84.25,131.25,-46.63,54.02,15,NaN,NaN
-84.25,-139.75,-23.67,93.11,15,NaN,NaN
-84.25,139.75,-43.3,85.49,15,NaN,NaN
67.25,-38.25,-15.25,844.06,15,NaN,NaN
67.25,38.25,-1.54,490.15,9,0.76555,0.76555
53.25,13.25,8.12,593.14,1,3.0547,3.0547
51.75,18.75,8.56,519.77,12,2.2137,2.2137
-86.25,-25.25,-42.67,51.06,15,NaN,NaN
-86.25,25.25,-49.08,17.2,15,NaN,NaN
-80.25,-134.75,-23.37,124.26,15,NaN,NaN
-80.25,134.75,-41.91,80.27,15,NaN,NaN
75.25,-86.75,-15.77,191.24,16,NaN,NaN
68.25,161.75,-12.12,98,7,0.74201,0.74201
36.25,-104.75,9.99,435.06,10,0.54455,0.54455
36.25,104.75,7.58,315.53,10,0.56066,0.56066
58.75,139.25,-8.02,455.57,9,0.80295,0.80295
1.75,-65.75,26.56,3282.9,2,6.7644,6.7644
-1.75,-65.75,25.71,2818.5,2,6.9128,6.9128
-19.25,-64.75,11.84,487.43,10,1.063,1.063
37.75,21.75,13.45,790.66,9,3.5609,3.5609
-21.75,138.75,24.39,298.42,10,0.49309,0.49309
45.25,-110.25,1.92,485.32,10,1.1934,1.1934
45.25,110.25,5.16,122.67,10,0.34079,0.34079
-80.75,-141.25,-21.78,181.88,15,NaN,NaN
-80.75,141.25,-35.73,136.78,15,NaN,NaN
73.25,90.75,-14.02,256.15,7,0.37966,0.37966
-73.25,90.75,-43.68,230.5,15,NaN,NaN
-88.75,-45.75,-47.54,10.24,15,NaN,NaN
-88.75,45.75,-49.61,8.1,15,NaN,NaN
59.25,-136.25,-0.08,982.17,15,1.2125,NaN
59.25,136.25,-10.71,345.15,8,1.5324,1.5324
-84.75,-102.25,-36.39,34.22,15,NaN,NaN
-84.75,102.25,-51.88,23.32,15,NaN,NaN
-75.25,-86.75,-24.41,248.09,15,NaN,NaN
43.75,56.25,9.83,118.76,16,NaN,NaN
-75.25,86.75,-46.98,80.41,15,NaN,NaN
-84.75,164.75,-36.56,137.77,15,NaN,NaN
34.75,42.25,20.82,151.42,16,NaN,NaN
-81.25,160.75,-24.87,247.03,15,NaN,NaN
41.25,-83.75,10.08,894.17,12,1.9907,1.9907
58.25,40.25,3.28,583.64,5,2.3954,2.3954
41.25,83.75,11.85,76.91,16,1.0279,NaN
-23.75,146.75,21.54,557.61,10,1.0851,1.0851
65.25,-140.25,-7.87,324.9,7,0.63008,0.63008
65.25,140.25,-19.83,231.55,10,0.38193,0.38193
45.75,40.75,10.74,536.03,12,1.9813,1.9813
43.25,25.75,10.67,589.39,12,2.4995,2.4995
37.25,-120.25,15.92,423.55,12,2.1448,2.1448
37.25,120.25,12.06,569.22,12,1.7374,1.7374
-83.75,-39.75,-31.94,167.96,15,NaN,NaN
-83.75,39.75,-52.78,21.22,15,NaN,NaN
7.75,-73.75,28.8,1723.2,9,6.052,6.052
-7.75,-73.75,24.7,2273.2,2,6.9324,6.9324
-89.75,-78.25,-48.92,6.99,15,NaN,NaN
-71.25,167.25,-19.46,391.22,15,NaN,NaN
40.75,-98.25,10.5,689.21,12,2.3248,2.3248
-19.75,-61.25,25.47,584.23,9,4.2605,4.2605
40.75,98.25,7.04,81.8,16,NaN,NaN
60.25,-117.75,-5.73,340.99,1,1.624,1.624
79.25,-49.75,-30.35,111.68,15,NaN,NaN
-79.25,-49.75,-22.69,239.71,15,NaN,NaN
-79.25,49.75,-56.53,35.86,15,NaN,NaN
60.25,117.75,-6.24,329.24,8,1.2336,1.2336
29.75,36.25,19.42,48.96,16,NaN,NaN
-37.75,147.25,13.27,697.53,2,3.6138,3.6138
-3.75,135.25,23.73,3213.3,2,7.2612,7.2612
31.25,77.25,17.88,1127.5,9,3.6848,3.6848
69.75,-74.75,-14.26,214.62,10,0.17643,0.17643
69.75,74.75,-10.16,362.24,7,0.43475,0.43475
-89.75,-163.25,-49.12,7.42,15,NaN,NaN
-89.75,163.25,-49.13,7.31,15,NaN,NaN
53.75,-0.75,9.48,611.5,12,2.7718,2.7718
49.25,36.25,7.78,519.88,12,1.6241,1.6241
59.25,84.25,-2.02,497.37,5,2.1914,2.1914
47.75,8.75,8.91,813.02,12,3.6276,3.6276
13.25,77.25,23.96,737.43,12,2.0125,2.0125
60.75,30.75,5.53,626.68,17,2.4315,NaN
-22.75,143.25,23.57,397.24,7,0.44807,0.44807
20.25,-87.75,26.36,1346.5,2,6.5456,6.5456
81.75,-39.25,-26.56,139.41,15,NaN,NaN
-81.75,-39.25,-24.56,259.49,15,NaN,NaN
-81.75,39.25,-54.84,26.84,15,NaN,NaN
53.25,-108.75,1.08,408.98,12,1.439,1.439
53.25,108.75,-1.92,342.85,8,2.4416,2.4416
-76.25,-100.75,-23.26,517.97,15,NaN,NaN
76.25,100.75,-14.69,185.17,10,0.27007,0.27007
-76.25,100.75,-53.14,61.33,15,NaN,NaN
61.75,29.75,3.13,607.32,5,2.4394,2.4394
24.75,-6.75,23.21,37.03,16,NaN,NaN
24.75,6.75,23.22,35.4,16,NaN,NaN
66.75,-151.75,-5.08,351.81,9,1.1857,1.1857
64.75,-19.75,-3.8,698.37,15,0.39297,NaN
64.75,19.75,1.63,532.34,1,1.7573,1.7573
66.75,151.75,-12.03,241.79,9,0.79202,0.79202
-10.25,-57.75,25.68,2097.9,2,6.0651,6.0651
11.75,105.25,27.68,1471.3,12,3.1843,3.1843
78.75,-41.75,-32.62,129.23,15,NaN,NaN
-78.75,41.75,-56.56,44.47,15,NaN,NaN
66.25,-165.75,-6.32,190.49,10,0.4756,0.4756
66.25,165.75,-12.37,254.19,7,0.50437,0.50437
37.75,26.75,16.52,746.03,9,3.6108,3.6108
27.25,-80.25,23.78,1384.2,9,3.3975,3.3975
-13.75,-53.75,23.59,1789.4,10,3.8544,3.8544
27.25,80.25,25.53,920.56,12,2.8991,2.8991
35.75,73.25,4.84,236.03,10,0.86193,0.86193
40.75,54.25,15.67,120.38,17,NaN,NaN
-24.25,-61.25,22.91,782.78,8,4.0652,4.0652
71.75,-36.25,-28.52,391.78,15,NaN,NaN
56.75,21.25,6.61,691.71,5,2.6238,2.6238
-71.75,36.25,-30.55,606.19,15,NaN,NaN
56.75,31.75,4.28,635.34,5,2.7549,2.7549
-73.25,-66.25,-22.7,478.02,15,NaN,NaN
-73.25,66.25,-17.53,252.1,15,NaN,NaN
40.75,-3.75,14.05,758.82,10,1.8877,1.8877
45.75,-110.75,2.2,387.66,10,1.5949,1.5949
45.75,110.75,2.43,147.02,10,0.34779,0.34779
28.75,14.25,20.78,26.11,16,NaN,NaN
3.75,34.25,22.68,723.83,10,2.4894,2.4894
-3.75,34.25,23.42,778.69,10,1.1046,1.1046
-21.75,118.25,27.2,399.51,7,0.37618,0.37618
67.75,-139.75,-11.35,241.27,9,0.87794,0.87794
67.75,139.75,-14.24,204.62,7,0.56678,0.56678
-67.75,139.75,-23.68,609.08,15,NaN,NaN
57.75,91.25,-1.03,457.08,5,2.4447,2.4447
46.75,48.75,9.9,184.58,10,0.59707,0.59707
21.75,-15.75,19.42,25.51,16,NaN,NaN
21.75,15.75,25.16,21.65,16,NaN,NaN
-21.75,15.75,13.97,206.03,10,1.0387,1.0387
64.25,-152.25,-4.07,282.64,8,1.0472,1.0472
-85.75,-134.75,-31.78,46.13,15,NaN,NaN
23.75,-106.25,21.65,852.43,8,4.4101,4.4101
23.75,106.25,17.21,1215.9,2,4.8147,4.8147
-85.75,134.75,-48.15,42.49,15,NaN,NaN
64.25,152.25,-11.07,288.66,7,0.79115,0.79115
-24.25,-54.75,21,1591.9,14,4.6933,4.6933
24.25,54.75,27.43,75,16,NaN,NaN
-24.25,-68.25,4.07,56.47,16,NaN,NaN
24.25,68.25,26.87,226.75,16,1.6174,NaN
-6.75,-60.25,26.53,2336.3,2,6.5545,6.5545
64.25,79.75,-5.33,510.9,11,1.4208,1.4208
-87.25,-37.75,-44.64,27.03,15,NaN,NaN
-87.25,37.75,-49.72,10.75,15,NaN,NaN
23.25,40.75,25.71,70.41,16,NaN,NaN
69.75,78.75,-10.27,355.4,7,0.38806,0.38806
-69.75,78.75,-19.26,139.77,15,NaN,NaN
48.75,-91.25,2.16,696.36,5,2.756,2.756
48.75,91.25,-0.21,118.79,10,0.42094,0.42094
-29.75,-67.75,14.23,272.69,7,0.22159,0.22159
29.75,67.75,25.9,182.39,7,0.43679,0.43679
44.75,-85.25,6.48,753.14,8,2.4836,2.4836
44.75,85.25,8.24,163.07,12,1.4473,1.4473
-17.25,134.75,26.7,569.03,10,0.69683,0.69683
64.75,78.25,-5.91,511.98,9,0.78305,0.78305
-21.25,-41.25,23.51,1039.3,10,3.8301,3.8301
21.25,41.25,24.38,144.56,16,NaN,NaN
4.75,14.75,23.82,1506.2,9,4.6139,4.6139
-4.75,14.75,24.91,1227.8,9,4.508,4.508
45.75,44.75,9.93,327.59,10,0.84902,0.84902
-0.25,-80.25,25.46,719.97,9,4.8731,4.8731
24.25,-100.75,18.72,452.28,7,0.76793,0.76793
24.25,100.75,19.67,1170.6,5,4.7792,4.7792
66.75,-42.25,-14.36,799.31,15,NaN,NaN
-89.75,-132.75,-49.07,7.25,15,NaN,NaN
-89.75,132.75,-49.38,7.03,15,NaN,NaN
67.25,-106.75,-13.82,160.5,7,0.31946,0.31946
67.25,106.75,-12.38,269.8,7,0.67035,0.67035
-67.25,106.75,-19.23,444.05,15,NaN,NaN
-85.25,-35.25,-38.19,98.3,15,NaN,NaN
-85.25,35.25,-50.75,17.4,15,NaN,NaN
17.75,24.25,26.98,92.43,16,NaN,NaN
-17.75,24.25,22.81,628.77,10,2.629,2.629
62.25,23.75,3.19,578.84,8,2.3026,2.3026
-15.25,127.75,28.56,766.93,10,0.83443,0.83443
61.75,-113.25,-3.77,295.39,17,NaN,NaN
35.75,1.25,15.09,447.6,7,1.3646,1.3646
61.75,113.25,-6.86,349.78,9,1.3303,1.3303
-73.75,162.25,-36.49,351.86,15,NaN,NaN
53.25,-91.75,-2,564.93,8,1.9101,1.9101
53.25,91.75,1.54,445.46,12,1.7329,1.7329
18.25,-96.25,25.95,2578.4,14,4.8155,4.8155
18.25,96.25,25.99,2498.5,8,5.2541,5.2541
1.25,-58.75,25.13,1713.6,2,6.7092,6.7092
-1.25,-58.75,26.85,2225.8,2,6.7563,6.7563
-31.75,151.75,15.05,992.96,2,4.9566,4.9566
24.25,95.25,23.4,1878.4,5,5.4043,5.4043
72.25,91.75,-13.5,291.77,7,0.40424,0.40424
-72.25,91.75,-40.09,365.45,15,NaN,NaN
64.25,174.25,-7.69,346.71,7,0.73525,0.73525
-65.25,-63.25,-5.55,616.29,15,NaN,NaN
65.25,63.25,-4.98,447.64,9,1.1698,1.1698
71.75,-88.25,-14.05,177.76,16,NaN,NaN
71.75,88.25,-11.82,312.55,7,0.38311,0.38311
-71.75,88.25,-35.06,342.78,15,NaN,NaN
3.75,117.75,27.13,2556.6,11,7.4791,7.4791
65.75,-134.25,-7.88,380.4,9,0.93409,0.93409
65.75,134.25,-15.28,246.05,7,0.56276,0.56276
-10.75,-37.25,25.6,1354.8,9,4.1946,4.1946
10.75,37.25,18,1605.3,10,3.2855,3.2855
-10.75,37.25,23.4,1028,9,3.2214,3.2214
-72.25,158.75,-28.61,475.32,15,NaN,NaN
0.25,13.25,23.35,1613.3,2,6.0528,6.0528
-0.25,13.25,21.89,1671.2,2,6.0297,6.0297
-17.75,129.75,26,603.84,10,0.72734,0.72734
-35.75,-70.75,2.78,1012.1,16,2.1743,NaN
35.75,70.75,7.14,615.8,16,NaN,NaN
15.25,-10.25,28.61,486.5,10,1.2637,1.2637
15.25,10.25,28,291.36,16,NaN,NaN
22.25,18.75,24.01,16.37,16,NaN,NaN
-22.25,18.75,19.38,342.94,7,0.43721,0.43721
55.75,-117.25,1.25,434.12,12,1.6508,1.6508
55.75,117.25,-9.43,387.9,8,1.2123,1.2123
16.25,34.25,29.57,168.03,16,NaN,NaN
-16.25,34.25,25.56,732.78,10,3.1457,3.1457
-87.25,-148.75,-43,33.24,15,NaN,NaN
-87.25,148.75,-49.33,29.31,15,NaN,NaN
1.25,34.25,22.73,1115.7,12,4.5529,4.5529
54.25,-111.25,1.32,440.45,12,1.7173,1.7173
54.25,111.25,-8.56,350.67,8,1.1634,1.1634
68.75,-164.75,-7.9,225.08,7,0.47728,0.47728
68.75,164.75,-13.92,146.69,7,0.46104,0.46104
63.75,-85.75,-11.36,273.37,11,0.38893,0.38893
63.75,85.75,-5.18,558.2,5,1.5908,1.5908
-18.25,134.25,26.7,481.79,10,0.73839,0.73839
-80.75,-111.25,-28.67,82.24,15,NaN,NaN
-80.75,111.25,-53.29,28.12,15,NaN,NaN
-81.75,62.75,-56.49,23.68,15,NaN,NaN
27.75,115.25,17.68,1514.3,9,3.8911,3.8911
-27.75,115.25,20.74,295.03,6,0.48287,0.48287
73.75,-105.25,-16.47,152.72,17,NaN,NaN
73.75,105.25,-14.65,216.95,7,0.33145,0.33145
-73.75,105.25,-48.36,127.92,15,NaN,NaN
-85.25,-25.75,-39.4,94.28,15,NaN,NaN
-85.25,25.75,-48.71,22.29,15,NaN,NaN
47.25,7.75,9,1089.3,9,3.8633,3.8633
44.75,-107.25,3.91,470.59,8,1.3588,1.3588
44.75,107.25,4.2,125.17,16,NaN,NaN
-82.25,-114.75,-26.35,58.39,15,NaN,NaN
59.25,36.25,3.21,647.22,11,2.413,2.413
-82.25,114.75,-51.09,32.37,15,NaN,NaN
38.25,-108.25,6.68,391.23,10,1.5145,1.5145
-78.75,70.75,-52.79,34.56,15,NaN,NaN
-20.25,-44.25,21.08,1514.5,9,3.9626,3.9626
20.25,44.25,26.68,154.6,16,NaN,NaN
65.75,76.25,-6.78,502.75,7,0.62234,0.62234
-5.25,-51.25,25.16,1750.8,2,6.884,6.884
57.75,-5.75,8.75,1402.9,17,1.3359,NaN
-85.25,-120.25,-33.17,34.51,15,NaN,NaN
-85.25,120.25,-49.81,32.23,15,NaN,NaN
-76.75,-144.25,-24.6,448.71,15,NaN,NaN
71.25,-115.25,-13.42,154.57,10,0.52266,0.52266
16.75,-95.75,22.86,1144.6,9,4.5303,4.5303
33.75,72.75,21.84,785.22,12,2.0126,2.0126
26.25,82.25,25.74,984.91,12,3.1293,3.1293
16.75,95.75,27.23,1985.8,10,3.73,3.73
71.25,115.25,-14.36,192.1,7,0.50127,0.50127
-71.25,115.25,-38.67,424.08,15,NaN,NaN
-76.75,144.25,-34.63,191.19,15,NaN,NaN
-81.75,-107.75,-29.92,86.14,15,NaN,NaN
-81.75,107.75,-53.08,26.5,15,NaN,NaN
-89.25,-99.25,-48.47,8.77,15,NaN,NaN
-89.25,99.25,-49.37,8,15,NaN,NaN
11.75,125.25,24.96,3141.6,2,7.388,7.388
-81.25,-90.75,-29.4,153.62,15,NaN,NaN
-81.25,90.75,-54.49,22.07,15,NaN,NaN
-88.25,-122.25,-48.31,13.46,15,NaN,NaN
-88.25,122.25,-50.17,12.96,15,NaN,NaN
11.25,107.25,26.63,2245.9,17,6.3271,NaN
-36.75,-71.75,11.84,1019.1,2,4.5413,4.5413
36.75,71.75,-3.96,350.98,16,NaN,NaN
46.75,5.25,11.31,936.61,12,3.5006,3.5006
6.75,-7.25,26.01,1490.1,9,5.5588,5.5588
6.75,7.25,26.66,1618.6,9,3.9392,3.9392
28.75,119.25,16.06,1590.6,5,4.6141,4.6141
-28.75,119.25,20.05,258.22,7,0.41938,0.41938
-19.25,122.25,25.84,514.63,7,0.28867,0.28867
-78.75,-16.25,-28.36,351.13,15,NaN,NaN
78.75,16.25,-8.85,325.57,15,NaN,NaN
-78.75,16.25,-50.42,84.17,15,NaN,NaN
34.75,-0.25,14.52,383.73,7,1.1147,1.1147
34.75,0.25,14.52,366.21,12,1.0546,1.0546
-20.25,146.75,23.58,679.73,10,1.5275,1.5275
67.25,-106.25,-14.09,152.69,7,0.28191,0.28191
33.75,49.75,9.89,293.25,10,0.79193,0.79193
67.25,106.25,-12.33,269.58,7,0.54621,0.54621
-67.25,106.25,-20.08,455.62,15,NaN,NaN
56.75,104.25,-3.98,397.64,5,2.1213,2.1213
-23.75,142.25,24.03,294.21,7,-0.12189,-0.12189
39.25,-118.75,11.91,134.3,16,0.95133,NaN
40.75,-99.75,10.13,574.55,12,1.9156,1.9156
40.75,99.75,8.49,67.63,16,NaN,NaN
39.25,118.75,11.66,624.14,12,2.0347,2.0347
-89.75,-61.75,-48.9,6.98,15,NaN,NaN
-89.75,61.75,-49.31,6.49,15,NaN,NaN
-74.75,161.75,-24.46,295.16,15,NaN,NaN
-84.25,-103.25,-32.9,39.7,15,NaN,NaN
-84.25,103.25,-52.15,24.46,15,NaN,NaN
13.75,98.75,25.08,4161.4,2,6.7164,6.7164
43.75,129.75,3.45,516.96,4,2.6833,2.6833
25.75,113.75,16.83,1517.2,8,4.7028,4.7028
33.75,-81.75,17.18,1258.3,8,3.5485,3.5485
-2.25,-64.25,26.8,3589.5,2,6.694,6.694
46.75,-70.75,3.64,1121.5,14,2.7482,2.7482
-46.75,-70.75,8.61,328.76,10,0.65582,0.65582
46.75,70.75,5.77,152.87,10,0.5211,0.5211
-87.75,-26.75,-46.19,17.99,15,NaN,NaN
-87.75,26.75,-48.78,10.35,15,NaN,NaN
-10.25,-71.75,25.4,2009.9,2,6.898,6.898
30.75,-112.25,23.47,279.79,7,0.89151,0.89151
-36.25,-72.75,11.63,962.23,2,5.1389,5.1389
37.75,32.25,8.97,390.15,10,1.0557,1.0557
36.25,72.75,1.81,306.71,16,NaN,NaN
30.75,112.25,16.57,1078.8,12,3.7811,3.7811
-71.25,14.75,-17.96,303.83,15,NaN,NaN
-23.25,117.75,25.55,322.83,7,0.0090717,0.0090717
81.75,-28.25,-20.47,146.79,15,NaN,NaN
-81.75,-28.25,-29.4,279.56,15,NaN,NaN
-81.75,28.25,-52.08,30.81,15,NaN,NaN
67.75,-69.25,-13.48,275.35,10,NaN,NaN
42.25,-97.75,9.07,642.88,12,2.0736,2.0736
10.75,-8.75,26.34,1279.8,10,2.9597,2.9597
10.75,8.75,23.8,1151.5,12,2.8633,2.8633
42.25,97.75,6.77,74.67,16,NaN,NaN
-17.25,-40.75,23.78,1046,9,3.9712,3.9712
-22.25,132.75,21.38,333.93,7,0.53386,0.53386
-83.25,-74.25,-25.8,120.14,15,NaN,NaN
-83.25,74.25,-55.32,19.02,15,NaN,NaN
53.75,-113.75,2.9,434.41,12,1.7228,1.7228
32.75,-4.75,15.23,195.52,7,0.54662,0.54662
32.75,4.75,21.83,65.15,16,NaN,NaN
-13.25,-39.75,22.59,762.82,9,4.1151,4.1151
13.25,39.75,21.6,590.32,10,1.2376,1.2376
-13.25,39.75,24.87,937.31,9,3.5214,3.5214
-82.25,-95.25,-30.39,104.52,15,NaN,NaN
41.75,57.25,14.76,91.64,17,NaN,NaN
-82.25,95.25,-53.93,22.41,15,NaN,NaN
-20.25,132.25,25.48,394.59,7,0.59654,0.59654
-88.75,-134.25,-48.89,12.17,15,NaN,NaN
-88.75,134.25,-49.78,11.68,15,NaN,NaN
-85.25,-66.75,-34.65,52.99,15,NaN,NaN
-85.25,66.75,-52.97,14.71,15,NaN,NaN
-80.25,-145.75,-21.59,252.97,15,NaN,NaN
-80.25,145.75,-33.87,178.09,15,NaN,NaN
2.75,-74.25,24.35,2356.7,8,6.4616,6.4616
-2.75,-74.25,25.62,3359.4,2,6.5014,6.5014
60.75,-148.75,1.69,4281.8,10,1.4941,1.4941
60.75,148.75,-9.66,406.13,9,0.65854,0.65854
42.25,-91.25,8.81,910.78,12,2.4077,2.4077
42.25,91.25,9.23,44.72,16,NaN,NaN
53.75,113.75,-7.57,337.97,8,1.5645,1.5645
-6.75,145.25,20.33,3558.5,2,6.4963,6.4963
34.25,-94.25,15.79,1415.2,8,3.822,3.822
34.25,94.25,-2.68,341.03,10,0.88906,0.88906
-6.25,-44.75,25.31,1435.8,8,4.4695,4.4695
6.25,44.75,26.7,364.81,10,0.31847,0.31847
45.25,8.75,12.37,932.36,12,3.1952,3.1952
33.75,-104.75,13.9,347.23,7,0.44211,0.44211
33.75,104.75,7.92,537.1,12,2.1132,2.1132
-82.25,-53.75,-21.04,221.31,15,NaN,NaN
-82.25,53.75,-55.84,23.22,15,NaN,NaN
37.75,-95.75,13.47,966.19,10,2.1199,2.1199
37.75,95.75,-3.69,97.08,16,NaN,NaN
-6.75,105.25,27.43,3455.8,17,8.4407,NaN
42.75,-117.25,7.87,290.11,10,0.55782,0.55782
42.75,117.25,1.84,405.42,10,1.4076,1.4076
70.25,-39.75,-28.47,460.36,15,NaN,NaN
-70.25,39.75,-20.82,651.37,15,NaN,NaN
47.75,137.75,-3.41,681.61,5,2.4264,2.4264
-86.25,-70.75,-38.65,29.31,15,NaN,NaN
-86.25,70.75,-51.67,13.56,15,NaN,NaN
47.75,-84.25,1.92,952.42,5,2.7375,2.7375
12.75,22.25,25.6,529.42,10,1.4131,1.4131
-12.75,22.25,18.69,1166.7,10,2.4455,2.4455
47.75,84.25,3.08,261.84,17,0.68112,NaN
10.25,-85.75,27.14,1674.2,4,5.5409,5.5409
66.75,-86.25,-12.69,248.25,10,0.20847,0.20847
66.75,86.25,-7.05,501.12,9,1.0962,1.0962
-27.75,134.25,21.41,184.8,7,0.1021,0.1021
64.25,-44.25,-16.72,1377.3,15,NaN,NaN
64.25,44.25,0.09,566.76,8,1.9567,1.9567
79.25,-28.75,-22.77,151.8,15,NaN,NaN
-79.25,-28.75,-22.94,339.39,15,NaN,NaN
32.25,51.75,16.87,158.17,16,1.201,NaN
33.75,81.75,-4.22,76.5,16,NaN,NaN
62.25,89.75,-4.67,478.37,1,1.723,1.723
63.25,-128.25,-8.08,530.52,10,0.37715,0.37715
63.25,128.25,-10.97,288.06,8,1.4192,1.4192
12.25,107.25,22.54,1944.3,2,6.4786,6.4786
-36.25,143.25,15.41,396.59,12,1.3087,1.3087
36.25,-103.75,11.15,400.92,10,0.42346,0.42346
26.75,-100.25,21.83,448.28,10,2.0623,2.0623
-30.25,141.75,20.47,207.97,7,0.39289,0.39289
-11.75,-39.75,22.82,620.17,10,2.1709,2.1709
11.75,39.75,22.58,1042.3,9,3.1474,3.1474
-11.75,39.75,22.4,1064.7,9,4.7719,4.7719
-32.25,28.75,19.15,976.89,9,3.8812,3.8812
69.75,82.25,-10.48,348.54,7,0.50962,0.50962
-69.75,82.25,-24.33,242.98,15,NaN,NaN
-5.75,144.25,19.43,2390.6,8,5.8321,5.8321
7.75,-65.25,26.62,2409.5,10,3.3431,3.3431
67.75,69.25,-6.92,397.06,7,0.47157,0.47157
29.75,121.25,14.73,1359,9,4.3881,4.3881
-29.75,121.25,19.69,265.01,6,0.44681,0.44681
46.25,135.75,-3.54,616.32,5,2.6589,2.6589
-88.25,-59.25,-47.08,12.4,15,NaN,NaN
-88.25,59.25,-50.44,9,15,NaN,NaN
33.75,8.25,21.91,100.85,16,NaN,NaN
81.75,-89.75,-20.76,90.26,16,NaN,NaN
-81.75,-89.75,-29.06,139.69,15,NaN,NaN
-81.75,89.75,-54.37,21.3,15,NaN,NaN
18.25,-14.25,28.45,154.25,16,NaN,NaN
18.25,14.25,28.11,16.86,16,NaN,NaN
26.75,100.25,15.76,998.99,8,3.4819,3.4819
36.25,103.75,7.42,331.47,10,0.59637,0.59637
-20.75,-61.25,25.28,538.41,9,3.8433,3.8433
-83.75,-69.25,-27.85,100.75,15,NaN,NaN
-83.75,69.25,-54.89,17.78,15,NaN,NaN
-83.75,168.75,-40.31,226.3,15,NaN,NaN
38.75,44.25,6.22,401.42,10,1.0422,1.0422
51.25,-73.75,0.51,826.07,8,1.3622,1.3622
-51.25,-73.75,7.1,1394.9,10,0.7809,0.7809
51.25,73.75,2.28,307.93,10,0.65878,0.65878
