Latitude,Longitude,MAT,MAP,LC_IGBP,FLUXCOM_GPP,FLUXCOM_GPP_filter
45.75,98.75,2.52,159.62,16,0.475,NaN
37.25,115.25,14.32,481.96,12,2.0717,2.0717
-16.25,-50.75,23.64,1730.1,10,3.9839,3.9839
16.25,50.75,23.87,117.56,16,NaN,NaN
75.75,-42.75,-25.16,209.86,15,NaN,NaN
-75.75,42.75,-48.67,126.48,15,NaN,NaN
-29.75,152.75,19.06,1085.8,8,4.3448,4.3448
20.25,-7.75,29.62,76.03,16,NaN,NaN
20.25,7.75,27.21,55.81,16,NaN,NaN
-9.75,-59.75,25.11,1926.1,2,6.6602,6.6602
-12.25,-54.75,24.62,1859.2,2,6.0366,6.0366
71.25,-179.25,-11.72,149.81,10,0.30529,0.30529
13.25,-12.25,28.93,1130,10,2.7534,2.7534
13.25,12.25,28.25,353.87,10,1.0333,1.0333
71.25,179.25,-12.22,143.32,10,0.31831,0.31831
-78.75,-104.25,-28.42,254.38,15,NaN,NaN
78.75,104.25,-17.75,163.31,15,NaN,NaN
63.75,116.25,-9.54,270.71,8,1.3876,1.3876
78.75,-69.25,-13.87,112.31,10,NaN,NaN
-78.75,-69.25,-20.73,282.67,15,NaN,NaN
-78.75,69.25,-53.19,35.08,15,NaN,NaN
-19.75,124.75,26.96,567.73,7,0.3567,0.3567
67.75,-104.75,-14.18,131.83,10,0.34646,0.34646
-85.25,-134.25,-27.52,52.57,15,NaN,NaN
-85.25,134.25,-47.45,48.43,15,NaN,NaN
-88.75,-119.75,-48.61,11.03,15,NaN,NaN
-88.75,119.75,-49.84,10.54,15,NaN,NaN
15.75,-90.25,23.27,4109.4,8,6.1535,6.1535
-88.75,-86.75,-47.85,9.91,15,NaN,NaN
-88.75,86.75,-50.15,8.94,15,NaN,NaN
-83.75,-150.75,-22.57,191.3,15,NaN,NaN
-83.75,150.75,-39.49,153.04,15,NaN,NaN
80.75,-53.25,-25.33,121.43,15,NaN,NaN
-80.75,-53.25,-20.89,245.1,15,NaN,NaN
-80.75,53.25,-56.8,28.35,15,NaN,NaN
17.75,101.75,26.15,1278.1,10,4.6043,4.6043
-83.25,-118.75,-26.16,51.55,15,NaN,NaN
-83.25,118.75,-50.28,36.19,15,NaN,NaN
-78.75,104.25,-55.08,27.72,15,NaN,NaN
-70.25,-66.75,-15.26,434.23,15,NaN,NaN
-70.25,66.75,-18.07,329.37,15,NaN,NaN
25.75,38.25,25.45,41.97,16,NaN,NaN
24.25,-8.25,24.01,37.16,16,NaN,NaN
24.25,8.25,23.63,21.93,16,NaN,NaN
-81.75,-121.75,-24.44,58.28,15,NaN,NaN
25.25,47.25,26.01,94.83,16,NaN,NaN
-81.75,121.75,-50.28,39.86,15,NaN,NaN
-10.25,-43.25,25.46,769.85,9,2.9894,2.9894
35.75,-5.75,16.65,768.75,12,2.1673,2.1673
35.75,5.75,11.94,351.9,10,1.1595,1.1595
10.25,43.25,22.95,514.96,7,0.60714,0.60714
74.25,57.75,-8.7,267.48,15,0.35163,NaN
-74.25,57.75,-35.79,304.32,15,NaN,NaN
43.25,-104.25,8.02,364.53,10,0.41381,0.41381
43.25,104.25,3.04,116.39,16,NaN,NaN
5.25,116.75,24.76,1991.4,2,7.5318,7.5318
-16.25,-48.75,21.85,1506.5,10,3.5257,3.5257
16.25,48.75,23.73,84.84,16,0.17952,NaN
-16.25,48.75,20.83,1350.9,2,3.6145,3.6145
4.75,-66.75,16.6,2593.9,2,6.533,6.533
-4.75,-66.75,26.51,2685.3,2,6.7619,6.7619
-18.25,-58.75,25.4,1007.5,4,6.2975,6.2975
33.25,-95.25,17.43,1086.9,9,2.938,2.938
54.75,-7.75,8.8,1173,9,2.8532,2.8532
33.25,95.25,-1.67,524.58,10,0.74927,0.74927
-5.75,-52.25,24.83,1885.7,2,6.9266,6.9266
41.75,129.25,-3.53,641.84,4,2.6029,2.6029
-89.25,-120.25,-48.74,9.21,15,NaN,NaN
-89.25,120.25,-49.49,8.79,15,NaN,NaN
36.25,9.25,18.09,481.04,12,1.6616,1.6616
-24.75,122.75,23.76,231.18,7,0.25284,0.25284
24.75,20.75,23.73,6.98,16,NaN,NaN
-24.75,20.75,22.17,267.75,10,0.75268,0.75268
25.25,18.25,23.42,10.06,16,NaN,NaN
-25.25,18.25,21.19,263.79,7,0.43017,0.43017
57.25,48.75,2.74,617.4,12,1.6069,1.6069
-29.25,135.75,20.31,144.5,7,0.18381,0.18381
80.75,-59.75,-21.46,112.94,15,NaN,NaN
80.75,59.75,-13.51,246.78,15,NaN,NaN
-80.75,59.75,-56.68,27.58,15,NaN,NaN
5.25,31.75,28.13,946.7,10,3.5225,3.5225
-5.25,31.75,23.18,1028.3,10,3.238,3.238
-77.25,158.75,-29.4,197.44,15,NaN,NaN
66.75,127.25,-18.81,297.57,10,0.39081,0.39081
56.75,-63.25,-6.7,736.4,10,0.36154,0.36154
56.75,63.25,1.85,431.79,5,1.9594,1.9594
-27.25,-58.25,21.46,1385.2,9,3.4819,3.4819
27.25,58.25,29.79,131.89,16,NaN,NaN
20.75,-101.25,19.16,744.2,12,2.6744,2.6744
20.75,101.25,21.16,1461.8,2,6.4513,6.4513
62.75,172.75,-9.17,366.16,7,0.63582,0.63582
32.75,-111.25,21.31,277.56,7,0.78032,0.78032
32.75,111.25,14.76,858.38,9,2.9727,2.9727
27.75,-0.75,25,18.34,16,NaN,NaN
27.75,0.75,25.39,17.42,16,0.16311,NaN
37.25,27.75,17.67,730.16,12,3.3468,3.3468
2.75,29.75,22.25,1785.5,2,6.6852,6.6852
-2.75,29.75,20.03,1208.3,12,3.7412,3.7412
-19.25,137.75,25.49,439.94,10,0.74712,0.74712
16.75,30.25,28.18,73.06,16,NaN,NaN
-16.75,30.25,20.41,811.15,10,2.9064,2.9064
32.25,54.25,19.21,117.95,16,NaN,NaN
29.75,89.25,4.72,560.93,10,0.63406,0.63406
73.25,110.25,-14.84,165.64,7,0.34835,0.34835
-73.25,110.25,-46.05,183.2,15,NaN,NaN
-86.25,138.25,-48.53,38.75,15,NaN,NaN
-86.75,-141.75,-41.79,38.38,15,NaN,NaN
-86.75,141.75,-48.96,33.59,15,NaN,NaN
-79.75,-113.25,-28.51,102.44,15,NaN,NaN
-79.75,113.25,-53.47,27.89,15,NaN,NaN
40.25,-76.25,11.25,1131.5,4,2.9683,2.9683
40.25,76.25,-2.43,118.8,10,0.5527,0.5527
-76.75,-16.75,-29.25,385.53,15,NaN,NaN
76.75,16.75,-4.82,421.66,15,NaN,NaN
-76.75,16.75,-41.3,164.48,15,NaN,NaN
27.75,17.75,20.47,25.16,16,NaN,NaN
-27.75,17.75,19.72,150.08,16,0.28078,NaN
40.25,-122.25,17.02,633.9,10,1.9711,1.9711
40.25,122.25,10.51,600.54,12,2.0291,2.0291
36.75,29.75,13.42,594.1,10,1.2069,1.2069
-17.75,-49.75,23.64,1550.1,12,3.5483,3.5483
17.75,49.75,27.37,80.95,16,NaN,NaN
-83.25,165.75,-40.4,246.27,15,NaN,NaN
-78.25,-130.75,-27.54,223.42,15,NaN,NaN
-82.75,-52.75,-26.95,203.19,15,NaN,NaN
67.75,104.75,-13.39,263.23,7,0.6172,0.6172
-67.75,104.75,-23.01,466.16,15,NaN,NaN
17.25,-95.75,23.47,2355.4,2,6.2484,6.2484
17.25,95.75,26.98,2113.8,12,2.9374,2.9374
58.75,136.25,-9.39,364.98,8,1.4858,1.4858
57.25,-73.75,-7,493.95,7,0.46012,0.46012
47.25,31.25,9.67,458.82,12,1.3587,1.3587
57.25,73.75,0.38,438.03,9,2.1262,2.1262
48.25,16.75,10.01,586.62,12,2.3934,2.3934
39.75,-101.25,10.85,489.18,10,0.8174,0.8174
39.75,101.25,9.21,116.41,16,NaN,NaN
-87.25,-61.75,-44.89,20.25,15,NaN,NaN
-87.25,61.75,-50.82,10.88,15,NaN,NaN
74.75,58.25,-9.43,255.33,15,NaN,NaN
-74.75,58.25,-37.06,207.33,15,NaN,NaN
-82.75,-151.75,-20.63,257.87,15,NaN,NaN
-82.75,151.75,-36.86,199.82,15,NaN,NaN
66.75,167.75,-17.53,240.51,10,0.32191,0.32191
28.25,93.25,13.64,503.46,1,2.663,2.663
-86.75,-108.75,-43.16,20.64,15,NaN,NaN
-86.75,108.75,-50.56,17.25,15,NaN,NaN
23.75,121.25,10.95,2110.9,2,5.6019,5.6019
-23.75,121.25,23.83,287.03,7,0.31496,0.31496
47.25,-108.25,7.31,330.15,10,0.59203,0.59203
47.25,108.25,-2.61,237.89,10,0.66891,0.66891
66.25,-154.75,-4.02,319.97,8,1.1651,1.1651
66.25,154.75,-14.08,243.88,9,0.70915,0.70915
69.75,-152.25,-11.56,131.5,7,0.39153,0.39153
69.75,152.25,-14.38,167.6,7,0.57282,0.57282
-69.75,152.25,-21.66,608.58,15,NaN,NaN
-34.25,-63.25,16,860.41,10,2.5554,2.5554
34.25,63.25,7.98,319.5,10,0.78969,0.78969
75.25,-84.75,-16.51,210.04,16,NaN,NaN
-75.25,-84.75,-23.52,229.19,15,NaN,NaN
-75.25,84.75,-45.6,90.23,15,NaN,NaN
56.25,-106.75,-0.96,457.9,8,1.6648,1.6648
56.25,106.75,-5.68,398.6,5,1.8305,1.8305
44.25,-117.75,7.59,243.54,10,0.78515,0.78515
44.25,117.75,1.58,343.85,10,1.1405,1.1405
63.75,-157.75,-2.66,380.59,9,1.105,1.105
63.75,157.75,-11.06,292.62,10,0.56554,0.56554
68.25,168.75,-15.43,223.49,7,0.36228,0.36228
71.25,-80.75,-14.82,204.66,10,0.20513,0.20513
71.25,80.75,-11.19,360.8,10,0.37766,0.37766
-71.25,80.75,-27.56,191.59,15,NaN,NaN
40.25,-121.75,11.34,1097.8,1,3.1252,3.1252
51.75,-3.75,10.2,1186.2,9,2.9225,2.9225
53.25,53.75,3.76,411.33,12,1.1637,1.1637
56.25,81.25,-0.03,442.97,9,1.64,1.64
29.25,37.75,22.22,44.67,16,-0.087085,NaN
-32.75,-54.25,17.04,1268.3,9,2.6813,2.6813
35.25,47.25,10.39,401.01,10,1.1069,1.1069
32.75,54.25,19.93,198.61,16,NaN,NaN
-21.25,-42.75,20.49,1382.3,9,3.848,3.848
21.25,42.75,26.13,159.51,16,NaN,NaN
26.25,89.75,24.42,3223.9,14,3.7706,3.7706
55.75,-100.25,-2.05,489.67,1,1.7775,1.7775
55.75,100.25,-1.57,339.18,5,2.2447,2.2447
52.75,-113.75,2.85,458.58,12,1.9088,1.9088
-25.25,-68.75,0.06,43.17,16,NaN,NaN
27.75,94.25,19.58,4050.8,2,5.8291,5.8291
53.75,-85.25,-3.46,492.03,11,1.347,1.347
53.75,85.25,1.51,479.83,12,1.8589,1.8589
-80.25,-114.25,-28.04,78.01,15,NaN,NaN
56.75,42.25,4.18,582.65,8,2.2876,2.2876
-80.25,114.25,-53,28.36,15,NaN,NaN
-72.75,14.75,-28.59,349.1,15,NaN,NaN
54.25,32.25,5.34,655.4,12,2.045,2.045
13.75,120.25,27.2,2073.2,17,7.3254,NaN
43.25,127.25,3.47,728.81,4,2.6288,2.6288
50.25,-105.75,3.04,381.01,12,1.2213,1.2213
50.25,105.75,-2.76,311.08,10,1.1231,1.1231
-37.25,-60.75,13.96,866.81,10,2.2084,2.2084
37.25,60.75,17.18,136.98,12,1.5071,1.5071
61.25,-143.25,-3.84,656.35,8,0.96194,0.96194
61.25,143.25,-8.58,391.8,9,0.64787,0.64787
-86.25,-34.25,-41.89,53.77,15,NaN,NaN
-86.25,34.25,-50.31,14.26,15,NaN,NaN
9.75,-68.75,25.52,1372.3,2,5.5497,5.5497
-9.75,-68.75,24.86,1975.8,2,6.6614,6.6614
-86.25,115.25,-50.48,24.12,15,NaN,NaN
25.25,68.75,27.29,183.22,12,2.5971,2.5971
52.75,113.75,-5.87,332.52,9,1.4105,1.4105
-89.75,-5.75,-49,6.47,15,NaN,NaN
-89.75,5.75,-49.06,6.45,15,NaN,NaN
57.75,53.75,1.96,520.69,5,2.1087,2.1087
18.75,26.75,25.61,40.07,16,NaN,NaN
-18.75,26.75,20.51,601.1,10,2.8183,2.8183
55.75,77.25,0.03,386.18,9,1.706,1.706
-81.25,-102.25,-30.71,118.02,15,NaN,NaN
-81.25,102.25,-53.8,26.38,15,NaN,NaN
51.25,-127.25,6.69,2353.8,1,3.146,3.146
61.25,-105.25,-7.07,294.8,9,0.60739,0.60739
61.25,105.25,-6.97,355.22,8,1.2772,1.2772
51.25,127.25,-1.72,506.91,9,1.7887,1.7887
45.75,-85.75,6.09,658.78,17,3.1292,NaN
45.75,85.75,9.21,136.56,16,NaN,NaN
46.25,-108.25,7.2,342.66,10,0.56545,0.56545
46.25,108.25,1.24,184.5,10,0.47611,0.47611
0.75,-51.75,26.6,2351.6,2,6.8932,6.8932
-0.75,-51.75,27.27,2453.1,8,7.1044,7.1044
56.75,-73.25,-5.93,550.79,9,0.68111,0.68111
63.25,52.25,-0.7,579.09,1,2.0267,2.0267
82.75,-33.25,-24.05,142.23,15,NaN,NaN
-82.75,-33.25,-30.19,227.19,15,NaN,NaN
-82.75,33.25,-51.81,25.84,15,NaN,NaN
23.75,-14.25,21.89,37.91,16,NaN,NaN
23.75,14.25,24.04,9.95,16,NaN,NaN
62.25,-42.75,-6.3,1337.3,15,NaN,NaN
62.25,42.75,1.81,569.57,8,2.1501,2.1501
40.25,-2.25,11.12,623.49,8,1.5378,1.5378
55.75,-161.75,3.92,993.15,17,1.2001,NaN
55.75,161.75,-1.21,612.39,17,1.5495,NaN
29.25,44.25,23.61,115.29,16,NaN,NaN
38.25,-84.25,12.48,1135,14,3.0913,3.0913
38.25,84.25,10.94,26.78,16,NaN,NaN
-71.75,15.25,-22.18,325.86,15,NaN,NaN
-36.75,144.75,14.31,546.19,10,1.7756,1.7756
31.75,-116.25,13.23,290.95,6,0.85149,0.85149
36.25,47.75,12.85,467.09,10,0.76847,0.76847
31.75,116.25,15.5,1161.9,12,3.0251,3.0251
-31.75,116.25,17.41,803.81,8,2.5798,2.5798
57.25,-3.25,5.69,836.78,9,1.9085,1.9085
-4.25,38.75,23.94,1073.6,10,1.6552,1.6552
48.25,-73.75,0.51,918.04,5,2.4649,2.4649
-48.25,-73.75,5.98,475.18,10,1.0178,1.0178
60.25,-69.75,-4.94,393.27,10,0.25447,0.25447
60.25,69.75,-0.79,511.73,9,1.9879,1.9879
48.25,73.75,2.97,241.39,10,0.62161,0.62161
78.75,-59.75,-20.27,108.15,15,NaN,NaN
-85.25,-7.75,-43.24,62.42,15,NaN,NaN
-85.25,7.75,-45.68,38.54,15,NaN,NaN
-78.75,59.75,-53.9,37.79,15,NaN,NaN
27.75,117.25,15.19,1815,5,4.8673,4.8673
-27.75,117.25,20.35,239,6,0.17308,0.17308
60.75,-158.25,-2.84,448.2,8,1.1058,1.1058
-29.75,-60.75,19.65,1038.3,10,3.1294,3.1294
29.75,60.75,16.51,74.7,16,NaN,NaN
53.75,-112.75,2.98,468.04,12,1.729,1.729
-34.75,-62.25,16.21,877.25,10,2.9095,2.9095
34.75,62.25,12.93,289.94,7,1.024,1.024
53.75,112.75,-7.27,349.38,9,1.1785,1.1785
-26.75,126.25,22.77,216.15,7,0.21094,0.21094
-16.75,127.75,27.29,733.85,7,0.87944,0.87944
69.75,-72.25,-16.5,229.46,15,NaN,NaN
79.25,-35.75,-28.38,145.25,15,NaN,NaN
-79.25,35.75,-56.48,39.82,15,NaN,NaN
69.75,72.25,-9.68,355.67,7,0.45003,0.45003
72.25,139.25,-13.88,137.19,10,0.36995,0.36995
-72.25,139.25,-39,583.89,15,NaN,NaN
46.25,125.75,3.91,454.21,12,1.4785,1.4785
54.25,40.25,4.68,524.15,12,1.8129,1.8129
75.25,-82.25,-22.65,221.99,15,NaN,NaN
-75.25,-82.25,-23.6,244.73,15,NaN,NaN
-75.25,82.25,-43.75,80.96,15,NaN,NaN
-20.25,-42.75,21.41,1429.7,9,3.6133,3.6133
20.25,42.75,26.06,193.68,16,NaN,NaN
54.75,-121.25,2.11,647.96,1,1.8127,1.8127
54.75,121.25,-4.89,422.69,8,1.5108,1.5108
46.25,-68.75,4.7,988.73,5,3.1774,3.1774
-46.25,-68.75,7.86,181.1,7,0.74446,0.74446
46.25,68.75,7.76,131.49,10,0.44321,0.44321
-80.25,-12.25,-30.36,332.53,15,NaN,NaN
-80.25,12.25,-49.97,77.26,15,NaN,NaN
-81.75,-109.75,-29.19,78.92,15,NaN,NaN
65.25,34.25,1.01,445.83,9,1.355,1.355
46.25,-79.25,4.26,940.46,8,2.8794,2.8794
46.25,79.25,6.87,316.11,10,0.5102,0.5102
-87.25,-53.25,-44.75,22.41,15,NaN,NaN
-87.25,53.25,-50.7,10.53,15,NaN,NaN
23.25,86.75,26.33,1269.2,12,2.2661,2.2661
66.75,-140.25,-9.51,270.77,9,0.94984,0.94984
66.75,140.25,-22.42,210.53,16,0.26731,NaN
-66.75,140.25,-12.01,599.25,17,NaN,NaN
23.25,-109.75,24.13,409.81,10,2.3442,2.3442
23.25,109.75,21.78,1615.9,12,4.217,4.217
-86.75,-137.75,-42.11,34.86,15,NaN,NaN
-86.75,137.75,-49.12,31.3,15,NaN,NaN
26.25,-102.25,16.99,282.74,7,0.72514,0.72514
26.25,102.25,17.34,957.58,9,3.0587,3.0587
62.75,29.25,2.74,623.59,8,2.274,2.274
11.25,30.75,26.95,699.68,10,2.2327,2.2327
-11.25,30.75,21.27,1270.4,9,3.6946,3.6946
-88.75,-37.75,-47.49,10.37,15,NaN,NaN
-88.75,37.75,-49.2,8.04,15,NaN,NaN
33.75,119.25,15.05,916.2,12,3.5624,3.5624
51.75,-72.75,0.83,808.18,8,1.3201,1.3201
-51.75,-72.75,6.32,315.26,5,2.7097,2.7097
69.25,-39.25,-27.2,672.46,15,NaN,NaN
51.75,72.75,2.25,301.17,10,0.77229,0.77229
-81.75,109.75,-52.83,27.2,15,NaN,NaN
1.75,32.25,23.51,1231.7,9,5.0681,5.0681
-1.75,32.25,21.96,1584.2,17,NaN,NaN
21.75,80.75,25.22,1262.4,9,3.3988,3.3988
64.75,-129.75,-12.03,302.93,7,0.3242,0.3242
-88.75,-92.25,-47.89,9.83,15,NaN,NaN
-88.75,92.25,-50.02,9.16,15,NaN,NaN
64.75,129.75,-16.09,331.42,7,0.56334,0.56334
70.25,134.75,-14.98,227.59,7,0.49313,0.49313
-70.25,134.75,-37.2,598.97,15,NaN,NaN
33.25,-86.75,16.67,1373.3,8,3.9123,3.9123
28.75,15.75,20.21,31.17,16,0.48377,NaN
33.25,86.75,-3.14,296.01,10,0.31271,0.31271
31.75,22.25,19.6,158.93,16,NaN,NaN
-31.75,22.25,14.48,235.55,7,0.57058,0.57058
73.75,108.25,-14.79,160.4,17,0.33265,NaN
-73.75,108.25,-47.29,132.11,15,NaN,NaN
-33.75,119.25,14.68,444.72,10,1.2002,1.2002
17.25,-6.75,30.17,100.98,16,NaN,NaN
17.25,6.75,29.65,171.54,16,0.55083,NaN
67.75,54.75,-3.82,456.66,7,0.70775,0.70775
-67.75,54.75,-20.97,592.42,15,NaN,NaN
-30.75,18.75,16.91,205.83,7,0.59494,0.59494
8.75,-71.25,7.47,1425.3,2,4.7606,4.7606
-8.75,-71.25,25.28,2056.8,2,6.8495,6.8495
75.75,-36.75,-25.5,185.33,15,NaN,NaN
-75.75,36.75,-48.04,118.48,15,NaN,NaN
25.25,116.75,18.11,1701.4,2,5.2783,5.2783
-25.25,116.75,22.98,222.01,7,-0.089097,-0.089097
68.25,-133.75,-8.74,248.71,9,1.157,1.157
58.25,56.25,1.78,595.4,5,2.3915,2.3915
68.25,133.75,-15.11,198.1,7,0.9141,0.9141
-68.25,133.75,-29.09,617.77,15,NaN,NaN
57.25,82.75,-0.56,498.23,5,2.2472,2.2472
-74.25,129.25,-50.06,143.91,15,NaN,NaN
47.75,-77.25,1.45,940.85,5,2.9182,2.9182
3.25,-53.25,25.02,2378,2,6.9387,6.9387
-3.25,-53.25,26.21,1856.7,2,6.8666,6.8666
33.25,119.75,15.19,982.65,9,4.0234,4.0234
-33.25,119.75,15.86,421.71,10,1.1203,1.1203
49.75,142.75,0.64,735.39,8,2.0682,2.0682
-72.25,160.75,-26.79,443.81,15,NaN,NaN
-19.25,-40.25,24.02,1225.3,9,4.3081,4.3081
-79.75,-144.75,-22.27,266.25,15,NaN,NaN
-39.75,-65.75,15.47,298.47,10,0.73072,0.73072
39.75,65.75,13.07,227.92,10,1.2172,1.2172
-79.75,144.75,-33.82,167.92,15,NaN,NaN
46.25,25.75,2.4,490.77,1,2.814,2.814
64.75,-136.75,-8.35,379.35,7,0.48865,0.48865
64.75,136.75,-16.63,272.41,7,0.50398,0.50398
-80.75,67.25,-56.54,26.65,15,NaN,NaN
-30.25,141.25,20.74,209.28,7,0.41009,0.41009
-32.25,-65.25,17.98,643.59,10,2.1483,2.1483
32.25,65.25,18.51,225.55,7,0.73763,0.73763
-81.25,-107.75,-29.61,93.31,15,NaN,NaN
-81.25,107.75,-53.39,27.32,15,NaN,NaN
-20.25,128.25,26.27,393.6,7,0.44624,0.44624
79.25,-46.25,-31.69,116.37,15,NaN,NaN
-79.25,-46.25,-24.56,226.71,15,NaN,NaN
-79.25,46.25,-56.87,36.32,15,NaN,NaN
-13.75,-68.25,27.01,1758.6,2,6.7258,6.7258
3.75,-54.75,26.17,2462.3,2,6.8657,6.8657
-3.75,-54.75,26.83,1806.9,2,6.771,6.771
-32.25,152.25,17.33,1167.9,2,5.4325,5.4325
45.75,-64.75,5.84,1333.4,5,3.0479,3.0479
26.75,28.25,22.42,7.12,16,NaN,NaN
-26.75,28.25,15.5,647.36,10,1.5911,1.5911
45.75,64.75,9.42,110.76,10,0.4273,0.4273
-12.75,131.25,26.73,1529,10,3.0703,3.0703
64.25,-150.75,-2.71,309.77,8,1.2529,1.2529
-88.75,-95.25,-47.98,10.04,15,NaN,NaN
-88.75,95.25,-49.99,9.19,15,NaN,NaN
-72.75,149.75,-32.49,527.25,15,NaN,NaN
64.25,150.75,-13.24,286.86,7,0.73846,0.73846
26.25,-108.25,23.71,689.67,9,3.337,3.337
26.25,108.25,12.64,1245.2,8,4.2754,4.2754
-30.25,-70.75,3.76,101.21,7,0.97683,0.97683
30.25,70.75,25.56,169.02,12,2.4306,2.4306
-26.75,-64.75,20.12,994.41,12,3.0794,3.0794
-29.25,-52.25,19.77,1462.1,8,5.9794,5.9794
47.75,77.25,3.95,163.45,10,0.49292,0.49292
40.75,-86.75,10.54,914.73,12,2.2982,2.2982
40.75,86.75,11.28,56,16,1.3552,NaN
35.25,137.25,13.39,1640.2,5,4.7636,4.7636
41.75,-6.75,12.51,675.9,9,2.1266,2.1266
8.75,-60.75,26.44,2412.9,11,7.4659,7.4659
-8.75,-60.75,25.94,2354.5,2,6.4149,6.4149
-89.25,-115.75,-48.67,9.11,15,NaN,NaN
-89.25,115.75,-49.43,8.6,15,NaN,NaN
11.25,-8.75,26.89,1123.7,10,2.6027,2.6027
11.25,8.75,25.69,895.31,12,2.0847,2.0847
45.75,-111.25,6.04,370.58,10,1.5491,1.5491
45.75,111.25,2.86,155.15,10,0.35465,0.35465
-29.75,131.25,18.5,214.15,7,0.4402,0.4402
67.25,27.75,-0.71,540.56,8,1.3604,1.3604
36.75,127.75,10.43,1203.3,4,3.3581,3.3581
-87.75,-89.75,-45.79,14.34,15,NaN,NaN
13.25,76.75,24.13,599,12,1.9738,1.9738
-87.75,89.75,-50.62,11.51,15,NaN,NaN
71.25,137.25,-14.45,178.42,7,0.50323,0.50323
-71.25,137.25,-38.42,591.4,15,NaN,NaN
30.75,108.25,16.41,1250.3,14,3.8576,3.8576
10.25,28.25,28.68,550.56,10,2.1071,2.1071
-10.25,28.25,23.09,1140,4,4.4214,4.4214
74.75,104.25,-14.25,240.63,17,0.33572,NaN
-74.75,104.25,-51.24,83.68,15,NaN,NaN
24.25,19.75,23.12,8.78,16,NaN,NaN
-24.25,19.75,21.73,222.05,7,0.66425,0.66425
-84.25,-3.75,-41.56,84.7,15,NaN,NaN
-84.25,3.75,-43.82,60.78,15,NaN,NaN
41.75,-87.75,10.47,867.53,13,2.4409,NaN
41.75,87.75,8.55,81.13,16,NaN,NaN
65.75,-108.75,-10.91,250.02,7,0.33699,0.33699
-29.25,-63.25,20.27,745.42,10,2.4015,2.4015
29.25,63.25,22.08,57.01,16,NaN,NaN
65.75,108.75,-14.28,294.12,7,0.52589,0.52589
49.25,58.25,4.56,223.15,10,0.70838,0.70838
64.75,12.75,3.51,1185.1,7,0.89822,0.89822
71.25,-24.25,-2.02,377.44,10,0.2529,0.2529
-71.25,24.25,-18.44,349.57,15,NaN,NaN
79.75,-77.25,-19.85,127.44,15,NaN,NaN
-79.75,-77.25,-21.59,235.8,15,NaN,NaN
81.25,-84.25,-24.03,83.39,16,NaN,NaN
-81.25,-84.25,-25.79,173.23,15,NaN,NaN
-81.25,84.25,-55.47,22.29,15,NaN,NaN
-88.25,-72.75,-47.05,11.8,15,NaN,NaN
-88.25,72.75,-50.6,9.75,15,NaN,NaN
-20.25,130.75,24.99,424.56,7,0.44543,0.44543
43.75,142.75,4.48,1088.2,5,2.6565,2.6565
24.75,18.25,24.69,10.38,16,NaN,NaN
-24.75,18.25,21.28,198.9,7,0.44711,0.44711
30.75,34.25,19.31,164.68,16,NaN,NaN
50.25,-77.25,0.08,837.62,1,2.1546,2.1546
34.75,72.25,20.93,801.91,12,2.6197,2.6197
50.25,77.25,4.15,233.68,10,0.57411,0.57411
47.75,128.25,-0.3,615.5,4,2.5889,2.5889
68.25,-141.25,-10.55,216.92,7,0.69791,0.69791
68.25,141.25,-15.59,226.76,7,0.52063,0.52063
-68.25,141.25,-25.24,603.67,15,NaN,NaN
40.75,61.75,14.11,106.93,16,0.70805,NaN
77.75,-54.25,-25.23,105.89,15,NaN,NaN
-77.75,54.25,-52.98,53.42,15,NaN,NaN
-10.25,149.25,26.21,2096.8,2,7.4857,7.4857
56.75,73.25,0.59,421.66,9,2.0463,2.0463
0.75,122.75,26.85,1633.1,2,6.6128,6.6128
45.25,5.75,7.03,987.69,9,3.5775,3.5775
4.75,13.25,24.27,1499.2,2,6.4755,6.4755
-4.75,13.25,24.3,1317.4,9,5.2268,5.2268
-89.75,-23.25,-48.92,6.66,15,NaN,NaN
-89.75,23.25,-49.16,6.4,15,NaN,NaN
67.25,170.25,-13.04,240.87,10,0.28424,0.28424
59.25,-156.25,1.3,555.92,7,0.94184,0.94184
79.25,-104.75,-18.37,117.34,15,NaN,NaN
-79.25,-104.75,-29.38,207.79,15,NaN,NaN
-79.25,104.75,-54.79,28.79,15,NaN,NaN
17.75,102.75,26.75,1461.1,10,2.8475,2.8475
-73.25,-13.75,-20.67,461.34,15,NaN,NaN
-73.25,13.75,-30.38,356.27,15,NaN,NaN
65.75,-99.75,-12.17,184.41,10,0.20673,0.20673
65.75,99.75,-11.18,348.89,9,0.63758,0.63758
-22.75,150.75,21.75,1149.1,8,4.6599,4.6599
10.75,-14.25,26.93,2416.1,9,4.3309,4.3309
10.75,14.25,27.05,808.91,12,1.8483,1.8483
-10.75,14.25,24.53,739.55,8,4.1777,4.1777
53.75,-71.75,-3.76,784.24,9,0.99455,0.99455
-53.75,-71.75,6.1,613.76,17,1.6913,NaN
53.75,71.75,2.23,337.8,10,0.77764,0.77764
-79.75,77.25,-54.83,28.76,15,NaN,NaN
81.25,-29.25,-20.48,147.1,15,NaN,NaN
-81.25,-29.25,-24.63,292.82,15,NaN,NaN
-81.25,29.25,-53.14,32.34,15,NaN,NaN
-73.25,129.25,-49.24,326.41,15,NaN,NaN
72.25,-84.25,-13.98,182.22,16,0.23022,NaN
69.75,-76.25,-13.97,208.7,10,0.16926,0.16926
