# Global soil respiration database version 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,pdsi_pm,pdsi
1799,00:00.0,2102,O'Neill,,,BBL,USA,Canada,Tok Junction,1997,1,63.33,-148.97,,None,,,,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Silt loams (Pergelic Cryaquepts and Cryaquents),Dry,,,,,,,,,-4,272,IRGA,,,,,,,,,,,,,,,,,,,3.53,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,14,,0.24,10,0.344,0.087,0,,,None,5.19,2.39,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,5840,15830,,,,-0.33,-0.03,63.25,-148.75,432.74,-6.02,320,-4.98,1997,94.912,1.077,-1.188,,,,,,-0.197
1800,00:00.0,2102,O'Neill,,Q01,BBL,USA,Canada,Tok Junction,1997,1,63.33,-148.97,,None,,,7,Picea mariana,Boreal,Forest,Natural,Evergreen,Aggrading,Silt loams (Pergelic Cryaquepts and Cryaquents),Dry,,,,,,,,,-4,272,IRGA,,,,,,,,,,,,,,,,,,,3.16,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,10,,0.06,10,0.584,0.034,0,,,None,5.18,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5840,15830,,,Seasonal Rs estimated from figure,-0.33,-0.03,63.25,-148.75,432.74,-6.02,320,-4.98,1997,94.912,1.077,-1.188,,,,,,-0.197
1801,00:00.0,2108,Pangle,,Q01,BBL,USA,Virginia,Buckingham County,1999.5,1,37.58,-78.45,,Herbicide,,,2,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Typic Hapludult,Dry,,,,,,,1067,,,,IRGA,30,1,,422,,,,,,,,,,,,,,,1.75,,,,,Other,Positive,umol CO2/m2/s,0,40,,0.53,7,,,,,,Mixed,0.5,5,3.6,3,3.87,2.3,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,R10 and most Q10s estimated from figure,0.42,0.45,37.75,-78.25,1064.36,13.21,893.5,13.24,2000,211.172,0.718,-0.809,,,,,,1.591
1802,00:00.0,2108,Pangle,,Q01,BBL,USA,Virginia,Buckingham County,1999.5,1,37.58,-78.45,,"Herbicide, fertilization","115 kg/ha N, 11.5 kg/ha P",,2,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Typic Hapludult,Dry,,,,,,,1067,,,,IRGA,30,1,,422,,,,,,,,,,,,,,,1.75,,,,,Other,Positive,umol CO2/m2/s,0,40,,0.53,7,,,,,,Mixed,0.5,5,3.6,3,3.87,2.3,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,R10 and most Q10s estimated from figure,0.42,0.45,37.75,-78.25,1064.36,13.21,893.5,13.24,2000,211.172,0.718,-0.809,,,,,,1.591
1803,00:00.0,2108,Pangle,,Q01,BBL,USA,Virginia,Buckingham County,1999.5,1,37.58,-78.45,,"Herbicide, mulching",,,2,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Typic Hapludult,Dry,,,,,,,1067,,,,IRGA,30,1,,422,,,,,,,,,,,,,,,1.75,,,,,Other,Positive,umol CO2/m2/s,0,40,,0.53,7,,,,,,Mixed,0.5,5,3.6,3,3.87,2.3,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,R10 and most Q10s estimated from figure,0.42,0.45,37.75,-78.25,1064.36,13.21,893.5,13.24,2000,211.172,0.718,-0.809,,,,,,1.591
1804,00:00.0,2177,Volk,,,BBL,Switzerland,,,1997.5,1,47.55,7.57,520,None,,,,Grasses (mix),Temperate,Grassland,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,1.16,,,,,,Other,Positive,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.43,47.75,7.75,1080.49,7.66,1044.6,7.88,1998,164.983,0.85,-0.218,,,,,,1.239
1805,00:00.0,2177,Volk,,,BBL,Switzerland,,,1997.5,1,47.55,7.57,520,CO2,650 ppm,,,Grasses (mix),Temperate,Grassland,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,1.24,,,,,,Other,Positive,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.43,47.75,7.75,1080.49,7.66,1044.6,7.88,1998,164.983,0.85,-0.218,,,,,,1.239
1806,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Clearcut,1999,1,46.67,-91.25,350,None,,,6,Pinus spp.,Temperate,Forest,Natural,Evergreen,Aggrading,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,4.42,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,5,25,,0.67,5,0.259,0.051,0,,,Positive,2.74,,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,870.9,5.45,1999,127.743,0.95,1.267,,,,,,0.055
1807,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Jack pine,1999,1,46.67,-91.25,350,None,,,,Pinus banksiana,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,6.31,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,25,,0.45,5,0.324,0.051,0,,,Positive,3.41,1.67,1.67,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,870.9,5.45,1999,127.743,0.95,1.267,,,,,,0.055
1808,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Mature hardwood,1999,1,46.67,-91.25,350,None,,,,Mix,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,5.05,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,8,23,,0.73,5,0.297,0.064,0,,,Positive,3.54,,1.89,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,870.9,5.45,1999,127.743,0.95,1.267,,,,,,0.055
1809,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Red pine,1999,1,46.67,-91.25,350,None,,,,Pinus resinosa,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,3.79,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,1,27,,0.66,5,0.147,0.065,0,,,Positive,1.78,1.92,1.92,1.92,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,870.9,5.45,1999,127.743,0.95,1.267,,,,,,0.055
1810,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Pine barrens,1999,1,46.67,-91.25,350,None,,,5,Pinus banksiana,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,6.94,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,3,23,,0.55,5,0.306,0.061,0,,,Positive,3.56,1.84,1.84,1.84,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,870.9,5.45,1999,127.743,0.95,1.267,,,,,,0.055
1811,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Young hardwood,1999,1,46.67,-91.25,350,None,,,11,Mix,Temperate,Forest,Natural,Deciduous,Aggrading,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,7.57,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,7,22,,0.5,5,0.32,0.072,0,,,Positive,4.12,,2.04,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,870.9,5.45,1999,127.743,0.95,1.267,,,,,,0.055
1812,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Clearcut,2000,1,46.67,-91.25,350,None,,,6,Pinus spp.,Temperate,Forest,Natural,Evergreen,Aggrading,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,676,4.58,2000,127.743,0.95,-0.258,,,,,,0.055
1813,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Jack pine,2000,1,46.67,-91.25,350,None,,,,Pinus banksiana,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,676,4.58,2000,127.743,0.95,-0.258,,,,,,0.055
1814,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Mature hardwood,2000,1,46.67,-91.25,350,None,,,,Mix,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,4.42,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,676,4.58,2000,127.743,0.95,-0.258,,,,,,0.055
1815,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Red pine,2000,1,46.67,-91.25,350,None,,,,Pinus resinosa,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,676,4.58,2000,127.743,0.95,-0.258,,,,,,0.055
1816,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Pine barrens,2000,1,46.67,-91.25,350,None,,,5,Pinus banksiana,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,4.42,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,676,4.58,2000,127.743,0.95,-0.258,,,,,,0.055
1817,00:00.0,2265,Euskirschen,,,BBL,USA,Wisconsin,Young hardwood,2000,1,46.67,-91.25,350,None,,,11,Mix,Temperate,Forest,Natural,Deciduous,Aggrading,,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.25,46.75,-91.25,709.01,4.3,676,4.58,2000,127.743,0.95,-0.258,,,,,,0.055
1818,00:00.0,2305,Hirano,,Q01,BBL,Japan,Hokkaido,Tomakomai Experimental Forest,2000,1,42.4,141.4,70,None,,,,Quercus mongolica; Magnolia obovata; Ulmus davidiana; Acer mono; Carpinus cordata,Temperate,Forest,Natural,Deciduous,Mature,Volcanogenous regosol,Dry,,,,,,,,,,,Gradient,,,,,,,,,,,,,,,,,,,0,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,21,,0.85,7,,,,,,Mixed,2.5,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R10 estimated from figure,-0.4,-0.4,42.25,141.25,,,,,2000,,,,,,,,-1.39,-0.715
1819,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-DLS,1999.5,2,47.8,-123.6,710,None,,,79,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,44,35,21,3.4,500,,5.8,,IRGA,14,0.5,,1230,,,,,,,,,,,,,,,4.63,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.83,5,0.708,0.109,0,,,,6,2.96,2.96,2.96,2.96,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,6.6,,1,Table 2,,-1.858
1820,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-DLN,1999.5,2,47.8,-123.6,669,None,,,78,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,60,28,12,3.4,500,,5.3,,IRGA,14,0.5,,1100,,,,,,,,,,,,,,,3.54,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.62,5,0.604,0.1,0,,,,5,2.72,2.72,2.72,2.72,,,,,,,,,,,,,,,,,,,,77.4,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,7.4,,1,Table 2,,-1.858
1821,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-DMS,1999.5,2,47.8,-123.6,955,None,,,221,Pseudotsuga menziesii,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,63,20,17,3.4,500,,6.6,,IRGA,14,0.5,,890,,,,,,,,,,,,,,,3.7,,,,,"Exponential (ln1), ln(R)=a+b(T-c)SWC",Positive,umol CO2/m2/s,,,,0.6,5,,,,,,,5.95,3.25,3.25,3.25,3.25,,,,,,,,,,,,,,,,,,,,69.5,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,7,,1,Table 2,,-1.858
1822,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-DMN,1999.5,2,47.8,-123.6,898,None,,,205,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,67,20,13,3.4,500,,5.7,,IRGA,14,0.5,,1030,,,,,,,,,,,,,,,3.47,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.48,5,0.969,0.065,0,,,,5.05,1.91,1.91,1.91,1.91,,,,,,,,,,,,,,,,,,,,66.8,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,5.4,,1,Table 2,,-1.858
1823,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-DHS,1999.5,2,47.8,-123.6,1423,None,,,76,Pseudotsuga menziesii; Pinus contorta,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,52,30,18,3.4,500,,4.4,,IRGA,14,0.5,,880,,,,,,,,,,,,,,,3.22,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.72,5,0.695,0.092,0,,,,5,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,4.6,,1,Table 2,,-1.858
1824,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-DHN,1999.5,2,47.8,-123.6,1450,None,,,73,Abies lasiocarpa; Tsuga heterophylla,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,54,33,13,3.4,500,,3.4,,IRGA,14,0.5,,750,,,,,,,,,,,,,,,3.54,,,,,"Exponential (ln1), ln(R)=a+b(T-c)SWC",Positive,umol CO2/m2/s,,,,0.75,5,,,,,,,7.9,4.92,4.92,4.92,4.92,,,,,,,,,,,,,,,,,,,,62.1,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,3.1,,1,Table 2,,-1.858
1825,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-RL,1999.5,2,47.8,-123.6,568,None,,,216,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,63,23,14,,,,6.4,,IRGA,14,0.5,,1310,,,,,,,,,,,,,,,4.82,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.62,5,0.969,0.081,0,,,,5.9,2.25,2.25,2.25,2.25,,,,,,,,,,,,,,,,,,,,125.8,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,6.6,,1,Table 2,,-1.858
1826,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-RM,1999.5,2,47.8,-123.6,940,None,,,302,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,69,20,10,,,,5.1,,IRGA,14,0.5,,1090,,,,,,,,,,,,,,,4.34,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.9,5,0.721,0.114,0,,,,6.4,3.14,3.14,3.14,3.14,,,,,,,,,,,,,,,,,,,,65.4,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,4.9,,1,Table 2,,-1.858
1827,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-RH,1999.5,2,47.8,-123.6,1383,None,,,206,Abies lasiocarpa; Pseudotsuga menziesii,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,82,5,13,,,,3.9,,IRGA,14,0.5,,610,,,,,,,,,,,,,,,2.19,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.42,5,0.485,0.048,0,,,,2.7,1.62,1.62,1.62,1.62,,,,,,,,,,,,,,,,,,,,60.4,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,4,,1,Table 2,,-1.858
1828,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-ELW,1999.5,2,47.8,-123.6,480,None,,,183,Pseudotsuga menziesii,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,48,31,21,,,,7.1,,IRGA,14,0.5,,1210,,,,,,,,,,,,,,,4.31,,,,,"Exponential (ln1), ln(R)=a+b(T-c)SWC",Positive,umol CO2/m2/s,,,,0.52,5,,,,,,,6.7,2.92,2.92,2.92,2.92,,,,,,,,,,,,,,,,,,,,69.6,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,7.3,,1,Table 2,,-1.858
1829,00:00.0,2325,Kane,,,BBL,USA,Washington,Olympic National Park-HOH,1999.5,2,47.8,-123.6,175,None,,,216,Picea sitchensis; Thuja plicata,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,52,33,15,7.2,3340,,7.2,,IRGA,14,0.5,,1010,,,,,,,,,,,,,,,4.05,,,,,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,umol CO2/m2/s,,,,0.65,5,0.16,0.131,0,,,,4.4,3.69,3.69,3.69,3.69,,,,,,,,,,,,,,,,,,,,144.8,,,,,,,,,,0.2,-0.4,47.75,-123.75,3160.26,2.67,2706.2,2.73,2000,379.884,0.677,-1.195,7.5,,1,Table 2,,-1.858
1830,00:00.0,2377,Maestre,,,BBL,Spain,,AigÃ?es de Busot,2001,1,38.52,-0.35,460,None,,,,Stipa tenacissima,Temperate,Grassland,Natural,Deciduous,Mature,Lithic Calciorthid,Dry,,,20,52,28,16,388,819,,,IRGA,,,,,,,,,,,,,,,,,,,0.2,,,,,,Mixed,mg CO2/m2/hr,8,24,,0.31,5,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,38.75,-0.25,764.7,12.63,828.6,13.5,2001,92.623,0.573,0.69,,,,,,-9999
1831,00:00.0,2377,Maestre,,,BBL,Spain,,AigÃ?es de Busot,2001,1,38.52,-0.35,460,None,,,,Stipa tenacissima,Temperate,Grassland,Natural,Deciduous,Mature,Lithic Calciorthid,Dry,,,20,52,28,16,388,819,,,IRGA,,,,,,,,,,,,,,,,,,,0.13,,,,,,None,mg CO2/m2/hr,6,22,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,38.75,-0.25,764.7,12.63,828.6,13.5,2001,92.623,0.573,0.69,,,,,,-9999
1832,00:00.0,2377,Maestre,,,BBL,Spain,,AigÃ?es de Busot,2001,1,38.52,-0.35,460,None,,,,Brachypodium retusum,Temperate,Grassland,Natural,Deciduous,Mature,Lithic Calciorthid,Dry,,,20,52,28,16,388,819,,,IRGA,,,,,,,,,,,,,,,,,,,0.3,,,,,,Mixed,mg CO2/m2/hr,8,25,,0.26,5,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,38.75,-0.25,764.7,12.63,828.6,13.5,2001,92.623,0.573,0.69,,,,,,-9999
1833,00:00.0,2377,Maestre,,,BBL,Spain,,AigÃ?es de Busot,2001,1,38.52,-0.35,460,None,,,,Biological crusts,Temperate,Grassland,Natural,Deciduous,Mature,Lithic Calciorthid,Dry,,,20,52,28,16,388,819,,,IRGA,,,,,,,,,,,,,,,,,,,0.13,,,,,,Mixed,mg CO2/m2/hr,10,22,,0.28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,38.75,-0.25,764.7,12.63,828.6,13.5,2001,92.623,0.573,0.69,,,,,,-9999
1834,00:00.0,2377,Maestre,,,BBL,Spain,,AigÃ?es de Busot,2001,1,38.52,-0.35,460,None,,,,Earthworm casts,Temperate,Grassland,Natural,Deciduous,Mature,Lithic Calciorthid,Dry,,,20,52,28,16,388,819,,,IRGA,,,,,,,,,,,,,,,,,,,0.24,,,,,,None,mg CO2/m2/hr,10,23,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,38.75,-0.25,764.7,12.63,828.6,13.5,2001,92.623,0.573,0.69,,,,,,-9999
1835,00:00.0,2377,Maestre,,,BBL,Spain,,AigÃ?es de Busot,2001,1,38.52,-0.35,460,None,,,,None,Temperate,Grassland,Natural,Deciduous,Mature,Lithic Calciorthid,Dry,,,20,52,28,16,388,819,,,IRGA,,,,,,,,,,,,,,,,,,,0.04,,,,,,None,mg CO2/m2/hr,10,22,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.35,38.75,-0.25,764.7,12.63,828.6,13.5,2001,92.623,0.573,0.69,,,,,,-9999
1836,00:00.0,4459,Mo,,,BBL,China,Guangdong,Dinghushan Biosphere Reserve,2005.8,1,23.17,112.17,275,None,,,400,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Forest,Natural,Evergreen,Mature,Oxisol (lateritic red earth),Dry,0.98,13,,,,21,1927,,,,Gas chromatography,10,1,,604,26,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,25,158.5,0.61,5,8.9,0.094,0,,,Positive,,,,,,2.6,15,25,,,,,,,,,,,,,,,3.3,,26,,,,,,445,,,,-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,269.812,0.356,0.684,21.45,,1,MGRsD,-0.43,-0.501
1837,00:00.0,4459,Mo,,,BBL,China,Guangdong,Dinghushan Biosphere Reserve,2005.8,1,23.17,112.17,275,Fertilized,5 gN/m2/yr,,400,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Forest,Natural,Evergreen,Mature,Oxisol (lateritic red earth),Dry,0.98,13,,,,21,1927,,,,Gas chromatography,10,1,,631,26,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,25,158.5,0.61,5,8.9,0.094,0,,,Positive,,,,,,2.6,15,25,,,,,,,,,,,,,,,3.3,,26,,,,,,445,,,,-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,269.812,0.356,0.684,21.45,,1,MGRsD,-0.43,-0.501
1838,00:00.0,4459,Mo,,,BBL,China,Guangdong,Dinghushan Biosphere Reserve,2005.8,1,23.17,112.17,275,Fertilized,10 gN/m2/yr,,400,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Forest,Natural,Evergreen,Mature,Oxisol (lateritic red earth),Dry,0.98,13,,,,21,1927,,,,Gas chromatography,10,1,,552,9,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,25,153,0.68,5,7.8,0.094,0,,,Positive,,,,,,2.6,15,25,,,,,,,,,,,,,,,3.3,,26,,,,,,445,,,,-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,269.812,0.356,0.684,21.45,,1,MGRsD,-0.43,-0.501
1839,00:00.0,4459,Mo,,,BBL,China,Guangdong,Dinghushan Biosphere Reserve,2005.8,1,23.17,112.17,275,Fertilized,15 gN/m2/yr,,400,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Forest,Natural,Evergreen,Mature,Oxisol (lateritic red earth),Dry,0.98,13,,,,21,1927,,,,Gas chromatography,10,1,,508,26,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,25,145,0.59,5,9.6,0.081,0,,,Positive,,,,,,2.2,15,25,,,,,,,,,,,,,,,3.3,,26,,,,,,445,,,,-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,269.812,0.356,0.684,21.45,,1,MGRsD,-0.43,-0.501
