"year","model","experiment","ensemble","GPP","Rs"
1953,"CESM2","historical","r5i1p1f1",101.408027335658,27.5217310396338
1954,"CESM2","historical","r5i1p1f1",101.060699992403,27.2696979724222
1955,"CESM2","historical","r5i1p1f1",97.8895622391157,26.9977293268555
1956,"CESM2","historical","r5i1p1f1",99.9441370300418,27.4868619308941
1957,"CESM2","historical","r5i1p1f1",99.7967508172215,26.9762204972715
1958,"CESM2","historical","r5i1p1f1",100.043551202769,27.1817913302972
1959,"CESM2","historical","r5i1p1f1",102.73698073175,27.7905970025363
1960,"CESM2","historical","r5i1p1f1",101.845688804769,27.2538016658286
1961,"CESM2","historical","r5i1p1f1",100.929264636909,27.0374068627904
1962,"CESM2","historical","r5i1p1f1",101.636837459361,27.1052445748568
1963,"CESM2","historical","r5i1p1f1",101.001627020535,27.35229710364
1964,"CESM2","historical","r5i1p1f1",103.508039257481,27.6992869974769
1965,"CESM2","historical","r5i1p1f1",103.114471398713,27.601624673854
1966,"CESM2","historical","r5i1p1f1",103.434304055216,27.4871069296214
1967,"CESM2","historical","r5i1p1f1",102.774260761267,27.6383963466962
1968,"CESM2","historical","r5i1p1f1",103.756662836744,27.7369219004368
1969,"CESM2","historical","r5i1p1f1",102.536447873529,27.3885298003318
1970,"CESM2","historical","r5i1p1f1",100.926693272567,27.260801987044
1971,"CESM2","historical","r5i1p1f1",101.761838403434,27.4473371242242
1972,"CESM2","historical","r5i1p1f1",102.581903716804,27.4648680077722
1973,"CESM2","historical","r5i1p1f1",104.011449672847,27.6372206395865
1974,"CESM2","historical","r5i1p1f1",104.435577484258,27.6561839969962
1975,"CESM2","historical","r5i1p1f1",104.25118569228,27.9435965518973
1976,"CESM2","historical","r5i1p1f1",104.190048079546,27.8275677758838
1977,"CESM2","historical","r5i1p1f1",104.865775247917,28.0724642654336
1978,"CESM2","historical","r5i1p1f1",105.534143290269,27.9227247796123
1979,"CESM2","historical","r5i1p1f1",105.815196425699,28.0279079043648
1980,"CESM2","historical","r5i1p1f1",105.2324974382,28.0269395651077
1981,"CESM2","historical","r5i1p1f1",104.120221164575,27.7743920384427
1982,"CESM2","historical","r5i1p1f1",105.042576850496,28.2154998301222
1983,"CESM2","historical","r5i1p1f1",107.116097155811,28.5564211807463
1984,"CESM2","historical","r5i1p1f1",107.094367430335,28.2135646765055
1985,"CESM2","historical","r5i1p1f1",104.455278117138,28.0570255889935
1986,"CESM2","historical","r5i1p1f1",107.180552032645,28.6463485071463
1987,"CESM2","historical","r5i1p1f1",109.17213426407,28.7652354616937
1988,"CESM2","historical","r5i1p1f1",108.713944120814,28.8622674697178
1989,"CESM2","historical","r5i1p1f1",107.233841105047,28.6522352280112
1990,"CESM2","historical","r5i1p1f1",107.737973364616,28.8622370327841
1991,"CESM2","historical","r5i1p1f1",110.571416136339,28.9564879121992
1992,"CESM2","historical","r5i1p1f1",111.00210815384,29.0651414183137
1993,"CESM2","historical","r5i1p1f1",110.364859590721,28.8998902165657
1994,"CESM2","historical","r5i1p1f1",108.268026118994,28.8650298181897
1995,"CESM2","historical","r5i1p1f1",109.091333676214,29.0433052723105
1996,"CESM2","historical","r5i1p1f1",109.197754284113,29.1251869548315
1997,"CESM2","historical","r5i1p1f1",109.250135288079,29.217740209647
1998,"CESM2","historical","r5i1p1f1",112.184884317862,29.6673605076704
1999,"CESM2","historical","r5i1p1f1",113.438877900164,29.5201457855304
2000,"CESM2","historical","r5i1p1f1",111.425834186204,29.9263583065835
2001,"CESM2","historical","r5i1p1f1",113.348337355296,30.2564641775976
2002,"CESM2","historical","r5i1p1f1",114.120899717686,29.9717223222341
2003,"CESM2","historical","r5i1p1f1",113.781237654208,30.0921632352685
2004,"CESM2","historical","r5i1p1f1",115.030488927599,30.464964815629
2005,"CESM2","historical","r5i1p1f1",113.2657430469,30.1187514637849
2006,"CESM2","historical","r5i1p1f1",116.270452422336,30.6584475019335
2007,"CESM2","historical","r5i1p1f1",116.501782448964,30.4342127081005
2008,"CESM2","historical","r5i1p1f1",113.952482718645,30.2639939979326
2009,"CESM2","historical","r5i1p1f1",114.67282129252,30.7653695457802
2010,"CESM2","historical","r5i1p1f1",116.17340119845,30.8827937621327
2011,"CESM2","historical","r5i1p1f1",117.22293060613,30.8782922964069
2012,"CESM2","historical","r5i1p1f1",116.936962753021,30.8845840140314
1849,"CESM2","historical","r6i1p1f1",96.960465443239,27.5488820176769
1850,"CESM2","historical","r6i1p1f1",98.0811073388749,27.7218434470725
1851,"CESM2","historical","r6i1p1f1",98.3718289449148,27.460915271139
1852,"CESM2","historical","r6i1p1f1",96.2590375447193,27.0946867644417
1853,"CESM2","historical","r6i1p1f1",95.6844150701775,27.1418257572086
1854,"CESM2","historical","r6i1p1f1",96.8408934073703,27.2808860618406
1855,"CESM2","historical","r6i1p1f1",93.1475348808576,26.6230600277748
1856,"CESM2","historical","r6i1p1f1",95.7670922043358,27.4336621225418
1857,"CESM2","historical","r6i1p1f1",96.9296974778957,27.398763969506
1858,"CESM2","historical","r6i1p1f1",95.9765921085046,27.0982918489758
1859,"CESM2","historical","r6i1p1f1",95.7176924455913,26.9066911348645
1860,"CESM2","historical","r6i1p1f1",95.6790270523445,27.0802770325737
1861,"CESM2","historical","r6i1p1f1",96.309822079951,26.9435910464421
1862,"CESM2","historical","r6i1p1f1",95.0730139484876,26.9824983764139
1863,"CESM2","historical","r6i1p1f1",97.8830934391966,27.6959584524713
1864,"CESM2","historical","r6i1p1f1",97.5656628447819,27.4065345868388
1865,"CESM2","historical","r6i1p1f1",96.1003655427288,26.987966010262
1866,"CESM2","historical","r6i1p1f1",97.7426943409629,27.3609913457668
1867,"CESM2","historical","r6i1p1f1",96.102823315503,26.8808626153411
1868,"CESM2","historical","r6i1p1f1",96.3607708990114,27.0595146625432
1869,"CESM2","historical","r6i1p1f1",96.4902557861046,26.9763633458827
1870,"CESM2","historical","r6i1p1f1",96.9514246253552,27.3141072984391
1871,"CESM2","historical","r6i1p1f1",97.7354090896615,27.4045063810848
1872,"CESM2","historical","r6i1p1f1",96.6299437657358,27.3734330209071
1873,"CESM2","historical","r6i1p1f1",99.1072918593633,27.6983168952015
1874,"CESM2","historical","r6i1p1f1",98.0446745606893,27.2982046110865
1875,"CESM2","historical","r6i1p1f1",97.245992528774,27.0622445290265
1876,"CESM2","historical","r6i1p1f1",96.3098307514457,27.1661440125215
1877,"CESM2","historical","r6i1p1f1",97.3396581407179,27.4911204639239
1878,"CESM2","historical","r6i1p1f1",96.8988734065082,27.1663327448805
1879,"CESM2","historical","r6i1p1f1",96.0630113150164,26.9247473531961
1880,"CESM2","historical","r6i1p1f1",96.724954407757,27.0544769239246
1881,"CESM2","historical","r6i1p1f1",97.7314852946519,27.2216012078446
1882,"CESM2","historical","r6i1p1f1",97.2272077804789,26.916849184176
1883,"CESM2","historical","r6i1p1f1",95.8110914167487,26.4512835624001
1884,"CESM2","historical","r6i1p1f1",96.139901437815,26.974502418682
1885,"CESM2","historical","r6i1p1f1",97.089111049383,26.8761074556791
1886,"CESM2","historical","r6i1p1f1",98.5212001090561,27.3601214855777
1887,"CESM2","historical","r6i1p1f1",98.1190358664057,27.5230011298467
1888,"CESM2","historical","r6i1p1f1",98.8918781290744,27.3025208049636
1889,"CESM2","historical","r6i1p1f1",96.6202776045762,26.86071293424
1890,"CESM2","historical","r6i1p1f1",96.158555282969,26.9107291695003
1891,"CESM2","historical","r6i1p1f1",97.4281524582379,27.1994284412594
1892,"CESM2","historical","r6i1p1f1",97.4509831752779,27.0194948379494
1893,"CESM2","historical","r6i1p1f1",97.8758210345725,27.2332079684673
1894,"CESM2","historical","r6i1p1f1",98.2292016217842,27.3647858328489
1895,"CESM2","historical","r6i1p1f1",99.8813092025326,27.5653554280053
1896,"CESM2","historical","r6i1p1f1",98.0399787202248,27.1122681794578
1897,"CESM2","historical","r6i1p1f1",98.1270688525206,27.1490615724603
1898,"CESM2","historical","r6i1p1f1",99.1168598414729,27.2571556244499
1899,"CESM2","historical","r6i1p1f1",97.392046937929,27.2785856028485
1900,"CESM2","historical","r6i1p1f1",98.2332593913351,27.2642178096737
1901,"CESM2","historical","r6i1p1f1",95.9351383605017,26.910087889628
1902,"CESM2","historical","r6i1p1f1",97.4326974104183,27.3263534734786
1903,"CESM2","historical","r6i1p1f1",97.0055553928606,26.8649415025653
1904,"CESM2","historical","r6i1p1f1",98.2527185463609,27.1978979531587
1905,"CESM2","historical","r6i1p1f1",98.5981409552911,27.1870970565789
1906,"CESM2","historical","r6i1p1f1",99.7406136421539,27.6559389423756
1907,"CESM2","historical","r6i1p1f1",99.447034069225,27.2335194728686
1908,"CESM2","historical","r6i1p1f1",98.8115401791774,27.3967062422248
1909,"CESM2","historical","r6i1p1f1",99.7413495747561,27.6579161099507
1910,"CESM2","historical","r6i1p1f1",98.3525725929384,27.0832582708627
1911,"CESM2","historical","r6i1p1f1",99.2779648083226,27.3405694610276
1912,"CESM2","historical","r6i1p1f1",101.75053882494,27.8182995037941
1913,"CESM2","historical","r6i1p1f1",101.457408953421,27.403827259083
1914,"CESM2","historical","r6i1p1f1",100.520522892916,27.6363031409832
1915,"CESM2","historical","r6i1p1f1",101.3216876195,27.5692503573577
1916,"CESM2","historical","r6i1p1f1",101.32470143091,27.7138653373586
1917,"CESM2","historical","r6i1p1f1",101.09887274052,27.624718244082
1918,"CESM2","historical","r6i1p1f1",101.418640428213,27.5438706605619
1919,"CESM2","historical","r6i1p1f1",101.037189827807,27.4853244988485
1920,"CESM2","historical","r6i1p1f1",98.5886031367563,27.1695494599449
1921,"CESM2","historical","r6i1p1f1",100.068844422347,27.521065586143
1922,"CESM2","historical","r6i1p1f1",101.731551960922,27.8590734585781
1923,"CESM2","historical","r6i1p1f1",102.251591094534,27.701448118246
1924,"CESM2","historical","r6i1p1f1",99.3398871054891,27.4384199618027
1925,"CESM2","historical","r6i1p1f1",100.362708180891,27.5333865801712
1926,"CESM2","historical","r6i1p1f1",99.1814381478721,27.1155912362912
1927,"CESM2","historical","r6i1p1f1",99.6379820007113,27.3273097196358
1928,"CESM2","historical","r6i1p1f1",99.6919638788696,27.3978526602059
1929,"CESM2","historical","r6i1p1f1",100.362714072772,27.390734236173
1930,"CESM2","historical","r6i1p1f1",97.674567638488,26.9636433310991
1931,"CESM2","historical","r6i1p1f1",100.723622197751,28.0461027573378
1932,"CESM2","historical","r6i1p1f1",100.929424161393,27.5834585573971
1933,"CESM2","historical","r6i1p1f1",101.441108948873,27.3923197247968
1934,"CESM2","historical","r6i1p1f1",100.363824541537,27.4264262112358
1935,"CESM2","historical","r6i1p1f1",99.4242501014056,26.9614816652814
1936,"CESM2","historical","r6i1p1f1",98.572766686393,27.1611342815559
1937,"CESM2","historical","r6i1p1f1",100.473302148877,27.3608648896413
1938,"CESM2","historical","r6i1p1f1",100.081967917362,27.1713554372394
1939,"CESM2","historical","r6i1p1f1",99.1895593506743,27.2334724468078
1941,"CESM2","historical","r6i1p1f1",100.460632454965,27.5303963341805
1942,"CESM2","historical","r6i1p1f1",101.780770196997,27.6349004907741
1943,"CESM2","historical","r6i1p1f1",101.41558155445,27.537134222028
1944,"CESM2","historical","r6i1p1f1",101.652752308873,27.4894426151686
1945,"CESM2","historical","r6i1p1f1",101.212458508278,27.5384500152728
1946,"CESM2","historical","r6i1p1f1",99.4582602730834,27.1951629757037
1947,"CESM2","historical","r6i1p1f1",102.255795147096,27.6056562381249
1948,"CESM2","historical","r6i1p1f1",101.336186637852,27.711699455463
1949,"CESM2","historical","r6i1p1f1",100.483605844125,27.5611581280878
1950,"CESM2","historical","r6i1p1f1",102.730478283449,28.044384934093
1951,"CESM2","historical","r6i1p1f1",100.220736413502,27.0084228965549
1952,"CESM2","historical","r6i1p1f1",101.182283601767,27.4330435906824
1953,"CESM2","historical","r6i1p1f1",102.429062105089,27.361779595183
1954,"CESM2","historical","r6i1p1f1",99.5187454344776,26.9203069382819
1955,"CESM2","historical","r6i1p1f1",98.8419228039924,26.8780315068905
1956,"CESM2","historical","r6i1p1f1",99.6520460127803,26.8966475852392
1957,"CESM2","historical","r6i1p1f1",100.4437384026,27.438623462446
1958,"CESM2","historical","r6i1p1f1",102.41857308866,27.8218790048055
1959,"CESM2","historical","r6i1p1f1",101.385809773058,27.2915507516306
1960,"CESM2","historical","r6i1p1f1",99.6252358507445,27.1066872078812
1961,"CESM2","historical","r6i1p1f1",100.395292232755,27.3789156081756
1962,"CESM2","historical","r6i1p1f1",100.744406848292,26.986370088673
1963,"CESM2","historical","r6i1p1f1",100.058378870156,26.950259082269
1964,"CESM2","historical","r6i1p1f1",101.790241310538,27.1776151167116
1965,"CESM2","historical","r6i1p1f1",103.474539711028,27.5336304537121
1966,"CESM2","historical","r6i1p1f1",101.74301505174,27.45684665896
1967,"CESM2","historical","r6i1p1f1",100.645971384911,26.9383164458833
1968,"CESM2","historical","r6i1p1f1",101.900115900519,27.2695350197079
1969,"CESM2","historical","r6i1p1f1",101.350200853163,27.1479349230872
1970,"CESM2","historical","r6i1p1f1",103.982763302659,27.6664802255636
1971,"CESM2","historical","r6i1p1f1",99.6100756152248,27.0855285942711
1972,"CESM2","historical","r6i1p1f1",103.632656005897,27.8666672586364
1973,"CESM2","historical","r6i1p1f1",103.301954905885,27.5965389105572
1974,"CESM2","historical","r6i1p1f1",103.174500419385,27.4408781815292
1975,"CESM2","historical","r6i1p1f1",103.821630568324,27.7997254358403
1976,"CESM2","historical","r6i1p1f1",103.863989176678,27.8773885689269
1977,"CESM2","historical","r6i1p1f1",103.919992055019,27.8376141196158
1978,"CESM2","historical","r6i1p1f1",105.042414651974,27.8629622877426
1979,"CESM2","historical","r6i1p1f1",104.814638909661,27.9641042421817
1980,"CESM2","historical","r6i1p1f1",105.881921326665,28.1267438624981
1981,"CESM2","historical","r6i1p1f1",106.95110181797,28.3186274372013
1982,"CESM2","historical","r6i1p1f1",106.761520998347,28.455093632064
1983,"CESM2","historical","r6i1p1f1",108.868668359136,28.9070285475207
1984,"CESM2","historical","r6i1p1f1",108.640528306372,28.5048119077035
1985,"CESM2","historical","r6i1p1f1",108.25438741429,28.6546032586248
1986,"CESM2","historical","r6i1p1f1",108.685313903232,28.6344970736825
1987,"CESM2","historical","r6i1p1f1",108.759224961361,28.5504273998545
1988,"CESM2","historical","r6i1p1f1",107.937826729821,28.8728090477542
1989,"CESM2","historical","r6i1p1f1",108.152322748598,28.8367246105043
1990,"CESM2","historical","r6i1p1f1",107.693241304744,28.51054677378
1991,"CESM2","historical","r6i1p1f1",108.826630136819,29.2221821791297
1992,"CESM2","historical","r6i1p1f1",111.268162475648,29.3247602079283
1993,"CESM2","historical","r6i1p1f1",110.687082882203,29.1295851147633
1994,"CESM2","historical","r6i1p1f1",108.7272325096,28.8231440565639
1995,"CESM2","historical","r6i1p1f1",110.602169018605,29.2023591908238
1996,"CESM2","historical","r6i1p1f1",109.606556211348,29.1224423176326
1997,"CESM2","historical","r6i1p1f1",109.779184069216,29.5374838129635
1998,"CESM2","historical","r6i1p1f1",111.080798925536,29.562209453284
1999,"CESM2","historical","r6i1p1f1",111.746410665413,29.9106897904071
2000,"CESM2","historical","r6i1p1f1",114.423331396378,30.0824766696346
2001,"CESM2","historical","r6i1p1f1",112.058900070544,29.8688184813352
2002,"CESM2","historical","r6i1p1f1",112.996510487201,30.0795323206849
2003,"CESM2","historical","r6i1p1f1",114.641382108719,30.3897553269929
2004,"CESM2","historical","r6i1p1f1",113.882935862395,29.8835908004074
2005,"CESM2","historical","r6i1p1f1",113.446894966597,30.4634308437248
2006,"CESM2","historical","r6i1p1f1",114.504289775522,30.5993662363816
2007,"CESM2","historical","r6i1p1f1",117.000014593625,30.7760533363632
2008,"CESM2","historical","r6i1p1f1",115.032667883588,30.398569453328
2009,"CESM2","historical","r6i1p1f1",115.112753689201,31.0593947338329
2010,"CESM2","historical","r6i1p1f1",116.050898041286,31.1512634108061
2011,"CESM2","historical","r6i1p1f1",116.461666726878,30.7340890749501
2012,"CESM2","historical","r6i1p1f1",116.888994554793,31.0390264925338
1849,"CESM2","historical","r7i1p1f1",95.6611261717462,27.2282014422241
1850,"CESM2","historical","r7i1p1f1",97.3787083317816,27.2340774840482
1851,"CESM2","historical","r7i1p1f1",97.2796298452235,27.0281665907053
1852,"CESM2","historical","r7i1p1f1",95.0638092503139,27.1004840314304
1853,"CESM2","historical","r7i1p1f1",93.739511134344,26.8150243436472
1854,"CESM2","historical","r7i1p1f1",96.3843278363112,27.2524092032101
1855,"CESM2","historical","r7i1p1f1",96.2233613885901,27.0969341150376
1856,"CESM2","historical","r7i1p1f1",96.6757266533203,27.2910827321329
1857,"CESM2","historical","r7i1p1f1",95.2584146333011,27.0994372057943
1858,"CESM2","historical","r7i1p1f1",96.5898628066822,27.1945516261916
1859,"CESM2","historical","r7i1p1f1",96.7547019486704,27.2531625386876
1860,"CESM2","historical","r7i1p1f1",97.8978156993684,27.2323934123596
1861,"CESM2","historical","r7i1p1f1",95.9088394493999,26.5208859207891
1862,"CESM2","historical","r7i1p1f1",95.0710461467228,27.1605175574791
1863,"CESM2","historical","r7i1p1f1",97.6391472990472,27.0950206385751
1864,"CESM2","historical","r7i1p1f1",97.5553506490928,27.1525706802118
1865,"CESM2","historical","r7i1p1f1",96.4715953283626,27.1693634559055
1866,"CESM2","historical","r7i1p1f1",98.0359026557458,27.2614104079024
1867,"CESM2","historical","r7i1p1f1",95.5531901685796,26.6383880224593
1868,"CESM2","historical","r7i1p1f1",96.9706565202011,27.7373822363754
1869,"CESM2","historical","r7i1p1f1",97.8094400973914,27.5847400764416
1870,"CESM2","historical","r7i1p1f1",98.9931775549793,27.5645717407144
1871,"CESM2","historical","r7i1p1f1",95.763297066348,27.0648927143515
1872,"CESM2","historical","r7i1p1f1",96.6604315044955,27.228670829707
1873,"CESM2","historical","r7i1p1f1",97.1743182737639,27.2746943182322
1874,"CESM2","historical","r7i1p1f1",96.6248537198318,27.1109748355728
1875,"CESM2","historical","r7i1p1f1",97.223761021681,27.6113878035907
1876,"CESM2","historical","r7i1p1f1",96.792555230826,27.254112620785
1877,"CESM2","historical","r7i1p1f1",98.162666342265,27.5256113063315
1878,"CESM2","historical","r7i1p1f1",95.9696804779412,26.9846785648163
1879,"CESM2","historical","r7i1p1f1",95.8404917037604,27.0422382062935
1880,"CESM2","historical","r7i1p1f1",98.2124735548781,27.2889600974488
1881,"CESM2","historical","r7i1p1f1",97.6105875050219,27.2983769282829
1882,"CESM2","historical","r7i1p1f1",97.6514859800275,26.9621788772501
1883,"CESM2","historical","r7i1p1f1",96.9389556993134,26.5165312022982
1884,"CESM2","historical","r7i1p1f1",97.0425233759872,26.7961969305258
1885,"CESM2","historical","r7i1p1f1",98.6597236492542,27.4700581806796
1886,"CESM2","historical","r7i1p1f1",99.4043620184629,27.3673303021901
1887,"CESM2","historical","r7i1p1f1",97.7021979618776,27.2293839345295
1888,"CESM2","historical","r7i1p1f1",99.4189159625898,27.4589286890642
1889,"CESM2","historical","r7i1p1f1",98.3983882805525,27.2692149485581
1890,"CESM2","historical","r7i1p1f1",98.7269090207471,27.298926832977
1891,"CESM2","historical","r7i1p1f1",98.1986376835539,27.3768675115213
1892,"CESM2","historical","r7i1p1f1",99.2231936162824,27.7057623537125
1893,"CESM2","historical","r7i1p1f1",98.8792171483301,27.2694734042242
1894,"CESM2","historical","r7i1p1f1",98.335805361655,27.2343433119079
1895,"CESM2","historical","r7i1p1f1",97.0069085152823,27.2815410536668
1896,"CESM2","historical","r7i1p1f1",97.8700463882727,27.1431919077407
1897,"CESM2","historical","r7i1p1f1",98.8239392212612,27.4734623525196
1898,"CESM2","historical","r7i1p1f1",97.8592926229686,27.3089013670188
1899,"CESM2","historical","r7i1p1f1",97.2535784921966,26.9995541280117
1900,"CESM2","historical","r7i1p1f1",99.6657952644328,27.5930345930281
1901,"CESM2","historical","r7i1p1f1",99.2389436464298,27.2612304997867
1902,"CESM2","historical","r7i1p1f1",99.7121818518148,27.5002468657919
1903,"CESM2","historical","r7i1p1f1",99.6582654101967,27.3671503575685
1904,"CESM2","historical","r7i1p1f1",98.8447820271186,27.0571149195483
1905,"CESM2","historical","r7i1p1f1",97.1732377297423,26.9032706894198
1906,"CESM2","historical","r7i1p1f1",96.9911455671319,26.9445738150191
1907,"CESM2","historical","r7i1p1f1",97.6801585252723,27.1055040552462
1908,"CESM2","historical","r7i1p1f1",98.5062803172959,27.1519514551638
1909,"CESM2","historical","r7i1p1f1",99.0568057790756,26.9354671741662
1910,"CESM2","historical","r7i1p1f1",100.156724297678,27.4693179416487
1911,"CESM2","historical","r7i1p1f1",99.7411066042298,27.3116287801567
1912,"CESM2","historical","r7i1p1f1",100.411242608968,27.6421482015784
1913,"CESM2","historical","r7i1p1f1",101.277939487412,27.6355563248199
1914,"CESM2","historical","r7i1p1f1",100.499546992119,27.3603677571066
1915,"CESM2","historical","r7i1p1f1",99.6885315329622,27.5455663908874
1916,"CESM2","historical","r7i1p1f1",101.169751852168,28.0696154071883
1917,"CESM2","historical","r7i1p1f1",101.074757536122,27.5919244884525
1918,"CESM2","historical","r7i1p1f1",99.2011820217833,27.2044419058175
1919,"CESM2","historical","r7i1p1f1",101.185038365831,27.519971590875
1920,"CESM2","historical","r7i1p1f1",100.960642027365,27.5393015376343
1921,"CESM2","historical","r7i1p1f1",100.185021143911,27.2701074295619
1922,"CESM2","historical","r7i1p1f1",98.7392450164349,27.2136810506099
1923,"CESM2","historical","r7i1p1f1",99.348889682443,27.3996905238982
1924,"CESM2","historical","r7i1p1f1",100.938458477323,27.6523288010176
1925,"CESM2","historical","r7i1p1f1",101.361839128812,27.5862321171151
1926,"CESM2","historical","r7i1p1f1",99.7774677932035,27.0927155032046
1927,"CESM2","historical","r7i1p1f1",99.7787076755316,27.5090530640086
1928,"CESM2","historical","r7i1p1f1",100.177752735473,27.2866663070989
1929,"CESM2","historical","r7i1p1f1",98.3385135808725,27.0487204063296
1930,"CESM2","historical","r7i1p1f1",101.001199468681,27.676234359055
1931,"CESM2","historical","r7i1p1f1",99.1759478184195,27.0267885593795
1932,"CESM2","historical","r7i1p1f1",100.56899696351,27.6053566501196
1933,"CESM2","historical","r7i1p1f1",100.450574999483,27.3283064483044
1934,"CESM2","historical","r7i1p1f1",100.996704431313,27.5027824011035
1935,"CESM2","historical","r7i1p1f1",101.520969097944,27.6527487410098
1936,"CESM2","historical","r7i1p1f1",103.267434528454,28.1565580153518
1937,"CESM2","historical","r7i1p1f1",103.106065756346,27.8959157344623
1938,"CESM2","historical","r7i1p1f1",102.18714313615,27.7405455561965
1939,"CESM2","historical","r7i1p1f1",102.630668619948,28.1020757420024
1941,"CESM2","historical","r7i1p1f1",99.674428683471,27.2432294827426
1942,"CESM2","historical","r7i1p1f1",100.762912270539,27.9287159609842
1943,"CESM2","historical","r7i1p1f1",101.839425998729,27.7681768736419
1944,"CESM2","historical","r7i1p1f1",101.147070915936,27.5865211730847
1945,"CESM2","historical","r7i1p1f1",100.97061683602,27.4656027649893
1946,"CESM2","historical","r7i1p1f1",102.123402574547,27.757755502966
1947,"CESM2","historical","r7i1p1f1",102.288320155411,27.6372831821824
1948,"CESM2","historical","r7i1p1f1",102.191388677989,27.6262173881087
1949,"CESM2","historical","r7i1p1f1",100.899166008804,27.3333050189034
1950,"CESM2","historical","r7i1p1f1",101.353839357544,27.436149957431
1951,"CESM2","historical","r7i1p1f1",99.5141179880665,27.0565569244451
1952,"CESM2","historical","r7i1p1f1",100.737127540979,27.3757898760671
1953,"CESM2","historical","r7i1p1f1",98.7214052250272,27.0249986371317
1954,"CESM2","historical","r7i1p1f1",99.6875722481033,27.4041056673855
1955,"CESM2","historical","r7i1p1f1",100.218218649113,27.3876241573859
1956,"CESM2","historical","r7i1p1f1",101.928083411241,27.5521519671095
1957,"CESM2","historical","r7i1p1f1",100.317519347428,27.1365644604756
1958,"CESM2","historical","r7i1p1f1",100.293427635791,27.3570319004308
1959,"CESM2","historical","r7i1p1f1",101.205934590279,27.5104891918722
1960,"CESM2","historical","r7i1p1f1",101.102079824076,27.2396741645629
1961,"CESM2","historical","r7i1p1f1",99.6955052096451,26.8913511174628
1962,"CESM2","historical","r7i1p1f1",100.180117182147,26.8408471497228
1963,"CESM2","historical","r7i1p1f1",99.9595211840373,27.4314014345587
1964,"CESM2","historical","r7i1p1f1",102.213492776605,27.5626951687453
1965,"CESM2","historical","r7i1p1f1",102.269928768156,27.573544523861
1966,"CESM2","historical","r7i1p1f1",103.53930733454,27.9203596232984
1967,"CESM2","historical","r7i1p1f1",103.083747801099,27.4627341413721
1968,"CESM2","historical","r7i1p1f1",101.856791524483,27.4516535763341
1969,"CESM2","historical","r7i1p1f1",104.694913250506,28.1220223224887
1970,"CESM2","historical","r7i1p1f1",103.54605155995,27.3244964969443
1971,"CESM2","historical","r7i1p1f1",102.170853690754,27.3316003620171
1972,"CESM2","historical","r7i1p1f1",102.56719859037,27.3575321923564
1973,"CESM2","historical","r7i1p1f1",101.493898147185,27.3641654792077
1974,"CESM2","historical","r7i1p1f1",103.732363997307,27.5760110572757
1975,"CESM2","historical","r7i1p1f1",104.086160501144,27.6784502978
1976,"CESM2","historical","r7i1p1f1",105.426587697478,28.1046892128752
1977,"CESM2","historical","r7i1p1f1",105.384250319689,28.0325244192984
1978,"CESM2","historical","r7i1p1f1",105.938857837323,28.2948366345884
1979,"CESM2","historical","r7i1p1f1",104.829913497054,28.1557131362056
1980,"CESM2","historical","r7i1p1f1",106.259239892803,28.2541373844685
1981,"CESM2","historical","r7i1p1f1",105.482021210422,28.1108331571033
1982,"CESM2","historical","r7i1p1f1",105.950227109301,28.2519038133722
1983,"CESM2","historical","r7i1p1f1",107.527988694598,28.4239274822846
1984,"CESM2","historical","r7i1p1f1",105.968228364949,28.0827172730191
1985,"CESM2","historical","r7i1p1f1",107.337497034111,28.443634811414
1986,"CESM2","historical","r7i1p1f1",109.86801624012,28.8824179395609
1987,"CESM2","historical","r7i1p1f1",107.251011261433,28.4077518445601
1988,"CESM2","historical","r7i1p1f1",108.858349951997,29.0992168132347
1989,"CESM2","historical","r7i1p1f1",109.208839479964,28.9472647709154
1990,"CESM2","historical","r7i1p1f1",108.5504299044,29.0266980875368
1991,"CESM2","historical","r7i1p1f1",109.878322035923,28.6747307599686
1992,"CESM2","historical","r7i1p1f1",109.671663300658,28.9801576049406
1993,"CESM2","historical","r7i1p1f1",110.546922731956,29.3755903278388
1994,"CESM2","historical","r7i1p1f1",109.993738663861,29.0639883816213
1995,"CESM2","historical","r7i1p1f1",111.096291663933,29.4925724887114
1996,"CESM2","historical","r7i1p1f1",110.995725012433,29.2524773655313
1997,"CESM2","historical","r7i1p1f1",111.169938604757,29.3054136161123
1998,"CESM2","historical","r7i1p1f1",112.240410626373,29.6112198854946
1999,"CESM2","historical","r7i1p1f1",112.68891322219,30.0879611699774
2000,"CESM2","historical","r7i1p1f1",112.966613360122,30.0758436975863
2001,"CESM2","historical","r7i1p1f1",112.852118399447,30.0368052944416
2002,"CESM2","historical","r7i1p1f1",112.906740759632,29.9609258192111
2003,"CESM2","historical","r7i1p1f1",115.650452962623,30.3407780839079
2004,"CESM2","historical","r7i1p1f1",113.929656320281,29.9777801521731
2005,"CESM2","historical","r7i1p1f1",114.44958637251,30.141352613513
2006,"CESM2","historical","r7i1p1f1",114.310639520249,30.4380975216636
2007,"CESM2","historical","r7i1p1f1",115.772666188521,30.6883950093792
2008,"CESM2","historical","r7i1p1f1",115.185410107803,30.4998303034293
2009,"CESM2","historical","r7i1p1f1",117.94975246772,31.1005465371905
2010,"CESM2","historical","r7i1p1f1",115.800049145088,30.8056387925025
2011,"CESM2","historical","r7i1p1f1",115.342895805458,31.1873408211182
