"year","model","experiment","ensemble","GPP","Rs"
1894,"CESM2","historical","r3i1p1f1",98.9728374238351,27.1400156539813
1895,"CESM2","historical","r3i1p1f1",98.7901875055875,27.1387411109094
1896,"CESM2","historical","r3i1p1f1",98.1740989484326,27.2783778937109
1897,"CESM2","historical","r3i1p1f1",98.4646298517345,27.589146951339
1898,"CESM2","historical","r3i1p1f1",98.3757808444657,27.6561552643807
1899,"CESM2","historical","r3i1p1f1",100.834138075572,27.8553937541685
1900,"CESM2","historical","r3i1p1f1",100.324885305904,27.6772506778828
1901,"CESM2","historical","r3i1p1f1",100.426308900723,27.6380488203946
1902,"CESM2","historical","r3i1p1f1",100.395146497328,27.2252902451753
1903,"CESM2","historical","r3i1p1f1",101.08127689296,27.8270957599561
1904,"CESM2","historical","r3i1p1f1",99.2667243893782,27.5241995142078
1905,"CESM2","historical","r3i1p1f1",100.222088290482,27.5543300685771
1906,"CESM2","historical","r3i1p1f1",99.0972957325297,27.4157050482218
1907,"CESM2","historical","r3i1p1f1",98.2451214324467,27.2427688132074
1908,"CESM2","historical","r3i1p1f1",100.22409685994,27.6980314107737
1909,"CESM2","historical","r3i1p1f1",98.9872738391993,27.2311313971316
1910,"CESM2","historical","r3i1p1f1",100.231659217415,27.7864141819235
1911,"CESM2","historical","r3i1p1f1",99.9067885692215,27.5573852367238
1912,"CESM2","historical","r3i1p1f1",100.596996170779,27.4966071395406
1913,"CESM2","historical","r3i1p1f1",99.2097362591509,27.1263806313301
1914,"CESM2","historical","r3i1p1f1",100.738410708091,27.979421559779
1915,"CESM2","historical","r3i1p1f1",99.7395099107047,27.6078351588932
1916,"CESM2","historical","r3i1p1f1",100.369671900124,27.6135967389783
1917,"CESM2","historical","r3i1p1f1",100.045941752394,27.6565243735087
1918,"CESM2","historical","r3i1p1f1",100.07825414772,27.5784507148334
1919,"CESM2","historical","r3i1p1f1",99.0527645713829,27.4050976168132
1920,"CESM2","historical","r3i1p1f1",101.502209773,28.2759757534909
1921,"CESM2","historical","r3i1p1f1",102.08482472414,27.9636061226279
1922,"CESM2","historical","r3i1p1f1",101.284084092561,27.7049122331045
1923,"CESM2","historical","r3i1p1f1",100.090527380134,27.5387362689663
1924,"CESM2","historical","r3i1p1f1",99.3251570670126,27.2970889413755
1925,"CESM2","historical","r3i1p1f1",99.8358177933472,27.7140158482635
1926,"CESM2","historical","r3i1p1f1",102.80232508633,27.8586482526221
1927,"CESM2","historical","r3i1p1f1",100.001962497176,27.3057299080027
1928,"CESM2","historical","r3i1p1f1",100.509341121195,27.6724273535589
1929,"CESM2","historical","r3i1p1f1",100.745610036557,27.4199749837467
1930,"CESM2","historical","r3i1p1f1",99.3517186687595,27.3661740671682
1931,"CESM2","historical","r3i1p1f1",101.787645272502,28.0961447298115
1932,"CESM2","historical","r3i1p1f1",102.190531713867,27.7006990245998
1933,"CESM2","historical","r3i1p1f1",100.164641883979,27.5264430516745
1934,"CESM2","historical","r3i1p1f1",100.137655205982,27.8745456688374
1935,"CESM2","historical","r3i1p1f1",101.37442297683,27.4261112285145
1936,"CESM2","historical","r3i1p1f1",97.5745737828002,26.9462225559694
1937,"CESM2","historical","r3i1p1f1",98.6362133885386,27.2548989912141
1938,"CESM2","historical","r3i1p1f1",102.344017829555,28.0392129106255
1939,"CESM2","historical","r3i1p1f1",103.53251455831,27.9970373056084
1941,"CESM2","historical","r3i1p1f1",100.942587356664,27.4146889543244
1942,"CESM2","historical","r3i1p1f1",101.45685033763,27.7448467642322
1943,"CESM2","historical","r3i1p1f1",102.027697567889,27.4270765547425
1944,"CESM2","historical","r3i1p1f1",100.948596022641,27.4347367293491
1945,"CESM2","historical","r3i1p1f1",101.26523544108,27.6350535658798
1946,"CESM2","historical","r3i1p1f1",100.515927304299,27.6602973893239
1947,"CESM2","historical","r3i1p1f1",103.157761109587,27.8150669540294
1948,"CESM2","historical","r3i1p1f1",100.882925763926,27.3337080429408
1949,"CESM2","historical","r3i1p1f1",97.787925224161,27.0195737233391
1950,"CESM2","historical","r3i1p1f1",98.3880944368977,27.1372697436861
1951,"CESM2","historical","r3i1p1f1",100.466143888391,27.510493723167
1952,"CESM2","historical","r3i1p1f1",102.694201812997,27.7325280357785
1953,"CESM2","historical","r3i1p1f1",99.5107979487927,27.1466132034432
1954,"CESM2","historical","r3i1p1f1",102.401621067241,27.8628756794514
1955,"CESM2","historical","r3i1p1f1",101.236116897565,26.8545851103028
1956,"CESM2","historical","r3i1p1f1",101.336208670923,27.477739611428
1957,"CESM2","historical","r3i1p1f1",101.721046748216,27.3607529192035
1958,"CESM2","historical","r3i1p1f1",100.514644365077,27.2796395233371
1959,"CESM2","historical","r3i1p1f1",101.314369571515,27.5110609917032
1960,"CESM2","historical","r3i1p1f1",101.161552448623,27.6501675007153
1961,"CESM2","historical","r3i1p1f1",101.935836292872,27.4436869445381
1962,"CESM2","historical","r3i1p1f1",101.810448544247,27.4043966491537
1963,"CESM2","historical","r3i1p1f1",102.080825492608,27.3623716118218
1964,"CESM2","historical","r3i1p1f1",101.661724640542,27.0302474834818
1965,"CESM2","historical","r3i1p1f1",101.508466726379,27.1908041697019
1966,"CESM2","historical","r3i1p1f1",101.658762700682,27.2133331885092
1967,"CESM2","historical","r3i1p1f1",101.361577183941,27.3727520582067
1968,"CESM2","historical","r3i1p1f1",101.400242142062,27.5167443327778
1969,"CESM2","historical","r3i1p1f1",102.57260959756,27.73027904644
1970,"CESM2","historical","r3i1p1f1",102.598326014329,27.5882995333842
1971,"CESM2","historical","r3i1p1f1",104.822145299234,28.105189966256
1972,"CESM2","historical","r3i1p1f1",102.196402074376,27.3444994207226
1973,"CESM2","historical","r3i1p1f1",103.910530822788,28.0174905771025
1974,"CESM2","historical","r3i1p1f1",104.255972690941,27.5906448211009
1975,"CESM2","historical","r3i1p1f1",103.955617660736,27.5373828949285
1976,"CESM2","historical","r3i1p1f1",105.093256212458,28.1027200378506
1977,"CESM2","historical","r3i1p1f1",105.438274177596,27.9331040883432
1978,"CESM2","historical","r3i1p1f1",103.922064374579,27.7990110281663
1979,"CESM2","historical","r3i1p1f1",107.551696171673,28.660752640079
1980,"CESM2","historical","r3i1p1f1",106.846228233458,28.2556982359265
1981,"CESM2","historical","r3i1p1f1",104.684987460456,27.7388841451763
1982,"CESM2","historical","r3i1p1f1",105.518357423321,27.9576062306921
1983,"CESM2","historical","r3i1p1f1",106.077504478313,28.3557504427598
1984,"CESM2","historical","r3i1p1f1",107.316775155348,28.8679781375795
1985,"CESM2","historical","r3i1p1f1",108.713132461911,28.8839460710922
1986,"CESM2","historical","r3i1p1f1",106.659724632212,28.4680668675006
1987,"CESM2","historical","r3i1p1f1",107.90244887099,28.7958080202247
1988,"CESM2","historical","r3i1p1f1",109.526836581049,28.9464273292487
1989,"CESM2","historical","r3i1p1f1",110.189787342161,29.2261771632989
1990,"CESM2","historical","r3i1p1f1",110.229185585789,28.8889716614863
1991,"CESM2","historical","r3i1p1f1",109.152726170645,28.6982774314554
1992,"CESM2","historical","r3i1p1f1",109.943158451122,29.1555976393063
1993,"CESM2","historical","r3i1p1f1",109.315057944046,29.2252734417819
1994,"CESM2","historical","r3i1p1f1",110.74645478451,29.1802401536012
1995,"CESM2","historical","r3i1p1f1",108.198834070105,28.8822159259512
1996,"CESM2","historical","r3i1p1f1",110.257368847491,29.6953478343431
1997,"CESM2","historical","r3i1p1f1",112.544382894546,29.395154544464
1998,"CESM2","historical","r3i1p1f1",111.537316336049,29.9021221623648
1999,"CESM2","historical","r3i1p1f1",113.135902991421,30.1175190870193
2000,"CESM2","historical","r3i1p1f1",114.339428568288,29.9345542822923
2001,"CESM2","historical","r3i1p1f1",111.222711805964,29.3974877047086
2002,"CESM2","historical","r3i1p1f1",110.922398871249,29.8046406868846
2003,"CESM2","historical","r3i1p1f1",113.569638810428,30.3148447404939
2004,"CESM2","historical","r3i1p1f1",115.514278170222,30.6375164147364
2005,"CESM2","historical","r3i1p1f1",116.932544447991,30.704964292166
2006,"CESM2","historical","r3i1p1f1",115.695679123033,30.7112627543396
2007,"CESM2","historical","r3i1p1f1",116.990392328603,30.9568976027058
2008,"CESM2","historical","r3i1p1f1",114.720610059604,30.3244189543526
2009,"CESM2","historical","r3i1p1f1",113.524732600187,30.6743005082644
2010,"CESM2","historical","r3i1p1f1",116.934474918994,31.3273116053818
2011,"CESM2","historical","r3i1p1f1",118.765636875911,31.2436584822448
2012,"CESM2","historical","r3i1p1f1",118.409884665935,31.1075918844282
1849,"CESM2","historical","r4i1p1f1",97.4312640935891,27.3431473051057
1850,"CESM2","historical","r4i1p1f1",94.1736233337757,26.8878330245644
1851,"CESM2","historical","r4i1p1f1",95.8026683159459,27.2530971290542
1852,"CESM2","historical","r4i1p1f1",97.1566243554494,27.2722805828703
1853,"CESM2","historical","r4i1p1f1",95.8037134751179,26.8027710761722
1854,"CESM2","historical","r4i1p1f1",93.5761551695126,26.6712292385205
1855,"CESM2","historical","r4i1p1f1",96.1246494503598,27.4414042834448
1856,"CESM2","historical","r4i1p1f1",98.1784704352707,27.4304549371694
1857,"CESM2","historical","r4i1p1f1",97.6114675042146,27.3914173019244
1858,"CESM2","historical","r4i1p1f1",95.4316300333986,27.0551816477649
1859,"CESM2","historical","r4i1p1f1",97.3713030296373,27.580054389356
1860,"CESM2","historical","r4i1p1f1",97.4092482807603,27.1600417066749
1861,"CESM2","historical","r4i1p1f1",95.6594900925676,26.6879475594048
1862,"CESM2","historical","r4i1p1f1",95.0118506533537,26.9172134134769
1863,"CESM2","historical","r4i1p1f1",94.5554650769057,26.8195053612426
1864,"CESM2","historical","r4i1p1f1",96.0828540197441,27.2330824188394
1865,"CESM2","historical","r4i1p1f1",97.3923456024649,27.3094217025879
1866,"CESM2","historical","r4i1p1f1",96.0266721088003,27.0442934159176
1867,"CESM2","historical","r4i1p1f1",96.606482531108,27.0922479812144
1868,"CESM2","historical","r4i1p1f1",97.0153304893382,27.6153952319937
1869,"CESM2","historical","r4i1p1f1",97.5860028919251,27.3430473600561
1870,"CESM2","historical","r4i1p1f1",97.3986503789314,27.1815845284527
1871,"CESM2","historical","r4i1p1f1",95.7393632585538,26.7873835445235
1872,"CESM2","historical","r4i1p1f1",95.858707551981,27.3302697511552
1873,"CESM2","historical","r4i1p1f1",97.2756508811216,27.241273594891
1874,"CESM2","historical","r4i1p1f1",96.3405961610546,27.2170317072044
1875,"CESM2","historical","r4i1p1f1",98.0500357436235,27.5215578081088
1876,"CESM2","historical","r4i1p1f1",97.2881839393091,27.1203537976063
1877,"CESM2","historical","r4i1p1f1",97.690167871907,27.3041267854645
1878,"CESM2","historical","r4i1p1f1",98.3630969342221,27.3153845551072
1879,"CESM2","historical","r4i1p1f1",96.4179662284101,26.9452683302136
1880,"CESM2","historical","r4i1p1f1",97.093715709154,27.322612880416
1881,"CESM2","historical","r4i1p1f1",96.0994228321883,26.9559985650797
1882,"CESM2","historical","r4i1p1f1",97.7258181315985,27.0621930381593
1883,"CESM2","historical","r4i1p1f1",96.8793048905153,26.8229723420849
1884,"CESM2","historical","r4i1p1f1",97.8720776240577,27.0671440340102
1885,"CESM2","historical","r4i1p1f1",97.1997957706784,27.0024627825921
1886,"CESM2","historical","r4i1p1f1",97.816166321945,27.2140998953512
1887,"CESM2","historical","r4i1p1f1",96.0913439426616,26.8775245883184
1888,"CESM2","historical","r4i1p1f1",98.5064393720111,27.650239200294
1889,"CESM2","historical","r4i1p1f1",98.5925794889575,27.4228351530446
1890,"CESM2","historical","r4i1p1f1",97.4234114624816,26.9614742443917
1891,"CESM2","historical","r4i1p1f1",97.2692005328434,27.389267438031
1892,"CESM2","historical","r4i1p1f1",97.9670269226608,27.123381003727
1893,"CESM2","historical","r4i1p1f1",99.3508970899164,27.758149709167
1894,"CESM2","historical","r4i1p1f1",98.4393063398575,27.4022054223063
1895,"CESM2","historical","r4i1p1f1",100.330096275778,27.5136271421069
1896,"CESM2","historical","r4i1p1f1",100.490654421793,27.4882223961229
1897,"CESM2","historical","r4i1p1f1",97.9760436774265,26.882334695657
1898,"CESM2","historical","r4i1p1f1",97.4801210412631,27.1752757506799
1899,"CESM2","historical","r4i1p1f1",97.6779892871306,27.0735447479702
1900,"CESM2","historical","r4i1p1f1",97.5561535981316,27.2730835673083
1901,"CESM2","historical","r4i1p1f1",100.695385213851,27.5039982030223
1902,"CESM2","historical","r4i1p1f1",97.8142027232164,26.9944514019173
1903,"CESM2","historical","r4i1p1f1",97.6888621420965,26.9323325223468
1904,"CESM2","historical","r4i1p1f1",98.5103089369381,27.1808831594155
1905,"CESM2","historical","r4i1p1f1",98.574122416701,27.2744429074544
1906,"CESM2","historical","r4i1p1f1",100.241955121294,27.4367831433124
1907,"CESM2","historical","r4i1p1f1",98.4985987198015,26.9951503331327
1908,"CESM2","historical","r4i1p1f1",98.734542869148,27.3099558366343
1909,"CESM2","historical","r4i1p1f1",100.024393467869,27.4404601406117
1910,"CESM2","historical","r4i1p1f1",98.9109242185999,27.0252727293423
1911,"CESM2","historical","r4i1p1f1",99.6804027350069,27.4028206223667
1912,"CESM2","historical","r4i1p1f1",99.403071101614,27.2252515996426
1913,"CESM2","historical","r4i1p1f1",99.6236861529472,27.3578713245948
1914,"CESM2","historical","r4i1p1f1",99.3101077629605,27.3726446817455
1915,"CESM2","historical","r4i1p1f1",100.381855351773,27.6417212114944
1916,"CESM2","historical","r4i1p1f1",100.938071002812,27.6263980712743
1917,"CESM2","historical","r4i1p1f1",99.4096135994012,27.4448328822742
1918,"CESM2","historical","r4i1p1f1",99.5554102096965,27.1018231239541
1919,"CESM2","historical","r4i1p1f1",99.4440497790569,27.3449519137567
1920,"CESM2","historical","r4i1p1f1",99.3419932862469,27.2362764075537
1921,"CESM2","historical","r4i1p1f1",98.7706533159483,27.3642673024915
1922,"CESM2","historical","r4i1p1f1",100.282952830648,27.7452844824862
1923,"CESM2","historical","r4i1p1f1",100.490628326877,27.2971188141177
1924,"CESM2","historical","r4i1p1f1",99.6705013324072,27.2041680652091
1925,"CESM2","historical","r4i1p1f1",99.0679772751585,27.2058766421131
1926,"CESM2","historical","r4i1p1f1",100.310595388202,27.5000945639747
1927,"CESM2","historical","r4i1p1f1",100.542503021683,27.5590542019955
1928,"CESM2","historical","r4i1p1f1",100.898474312513,27.6483868965157
1929,"CESM2","historical","r4i1p1f1",99.6342484915769,27.0507061193882
1930,"CESM2","historical","r4i1p1f1",99.2413412610364,27.5391693577191
1931,"CESM2","historical","r4i1p1f1",100.141924378695,27.4191004319486
1932,"CESM2","historical","r4i1p1f1",99.9731242017487,27.4888162981849
1933,"CESM2","historical","r4i1p1f1",100.657111354793,27.6455197262393
1934,"CESM2","historical","r4i1p1f1",98.7483169375443,27.2526550463181
1935,"CESM2","historical","r4i1p1f1",98.9080155150245,27.2707771160733
1936,"CESM2","historical","r4i1p1f1",101.753468468832,27.9414204626631
1937,"CESM2","historical","r4i1p1f1",101.169313070237,27.6916815158645
1938,"CESM2","historical","r4i1p1f1",99.8421740198643,27.3783437312086
1939,"CESM2","historical","r4i1p1f1",100.196371314365,27.6799054193183
1941,"CESM2","historical","r4i1p1f1",102.47746334071,27.5611023016804
1942,"CESM2","historical","r4i1p1f1",100.642824397002,27.4421240887386
1943,"CESM2","historical","r4i1p1f1",101.282650752565,27.8766037214593
1944,"CESM2","historical","r4i1p1f1",103.448415281301,27.9427088550213
1945,"CESM2","historical","r4i1p1f1",102.062246355772,27.6374695747482
1946,"CESM2","historical","r4i1p1f1",101.709669613259,27.5994065338462
1947,"CESM2","historical","r4i1p1f1",101.71188626995,27.4668980638288
1948,"CESM2","historical","r4i1p1f1",102.840839779573,28.0560642434781
1949,"CESM2","historical","r4i1p1f1",101.788721896566,27.4234260769664
1950,"CESM2","historical","r4i1p1f1",99.0156887601194,27.3708293212683
1951,"CESM2","historical","r4i1p1f1",99.8553369972029,27.5395208160286
1952,"CESM2","historical","r4i1p1f1",100.023026198049,27.1948055520201
1953,"CESM2","historical","r4i1p1f1",100.569023297005,27.3556980820177
1954,"CESM2","historical","r4i1p1f1",101.329048291496,27.5141122064971
1955,"CESM2","historical","r4i1p1f1",101.789549551278,27.2429427387481
1956,"CESM2","historical","r4i1p1f1",101.022251144076,27.3288120043639
1957,"CESM2","historical","r4i1p1f1",101.649587975347,27.3956279324241
1958,"CESM2","historical","r4i1p1f1",100.792388066537,27.409040636598
1959,"CESM2","historical","r4i1p1f1",102.300571021422,27.6998003732026
1960,"CESM2","historical","r4i1p1f1",101.981913707552,27.4901283145859
1961,"CESM2","historical","r4i1p1f1",102.112755431833,27.6449309044164
1962,"CESM2","historical","r4i1p1f1",101.747037790655,27.2187741271525
1963,"CESM2","historical","r4i1p1f1",99.60921570012,27.1229756186156
1964,"CESM2","historical","r4i1p1f1",102.347212536824,27.5271784372555
1965,"CESM2","historical","r4i1p1f1",101.54303687237,27.2935347423679
1966,"CESM2","historical","r4i1p1f1",102.26203776236,27.2320561025002
1967,"CESM2","historical","r4i1p1f1",103.650553390973,27.5692198995514
1968,"CESM2","historical","r4i1p1f1",102.088736796585,27.4725150640445
1969,"CESM2","historical","r4i1p1f1",103.132848192488,27.878640575937
1970,"CESM2","historical","r4i1p1f1",105.677657702954,28.2712663064689
1971,"CESM2","historical","r4i1p1f1",104.698505999758,27.7797250417193
1972,"CESM2","historical","r4i1p1f1",102.951140782225,27.6020113536245
1973,"CESM2","historical","r4i1p1f1",104.391053937005,27.8642363121795
1974,"CESM2","historical","r4i1p1f1",104.205543511351,27.6258911624867
1975,"CESM2","historical","r4i1p1f1",102.453351226221,27.7241943584758
1976,"CESM2","historical","r4i1p1f1",103.876158704326,28.0780372296568
1977,"CESM2","historical","r4i1p1f1",104.360143102671,28.0132081459267
1978,"CESM2","historical","r4i1p1f1",104.400422396103,28.0144126456506
1979,"CESM2","historical","r4i1p1f1",106.213674059337,28.4079623927958
1980,"CESM2","historical","r4i1p1f1",108.005861182931,28.2653571727261
1981,"CESM2","historical","r4i1p1f1",105.690470773144,27.8080956753804
1982,"CESM2","historical","r4i1p1f1",107.854091239189,28.2887906787249
1983,"CESM2","historical","r4i1p1f1",107.715627218014,28.4778742002752
1984,"CESM2","historical","r4i1p1f1",107.153773402036,28.6828133923118
1985,"CESM2","historical","r4i1p1f1",107.29635815704,28.6576981733736
1986,"CESM2","historical","r4i1p1f1",106.235653338353,28.3678116429796
1987,"CESM2","historical","r4i1p1f1",107.03034710768,28.8946644119096
1988,"CESM2","historical","r4i1p1f1",110.662463788185,28.9881170790935
1989,"CESM2","historical","r4i1p1f1",108.147826755085,28.4731766598853
1990,"CESM2","historical","r4i1p1f1",107.971929712655,28.6318699816822
1991,"CESM2","historical","r4i1p1f1",109.572846551335,28.9193615231567
1992,"CESM2","historical","r4i1p1f1",110.518700686819,29.0315562427005
1993,"CESM2","historical","r4i1p1f1",108.491054834742,29.2240836311384
1994,"CESM2","historical","r4i1p1f1",111.304598474045,29.6588374519175
1995,"CESM2","historical","r4i1p1f1",111.347773138086,29.2246194729347
1996,"CESM2","historical","r4i1p1f1",109.358243864151,29.1619178693471
1997,"CESM2","historical","r4i1p1f1",113.532526218788,30.2810447235287
1998,"CESM2","historical","r4i1p1f1",115.142641168278,29.9581041637263
1999,"CESM2","historical","r4i1p1f1",113.480960721737,30.0453250648519
2000,"CESM2","historical","r4i1p1f1",111.788856106998,29.6852555763974
2001,"CESM2","historical","r4i1p1f1",113.806280456613,30.7238130098869
2002,"CESM2","historical","r4i1p1f1",114.776117139253,30.2308735001064
2003,"CESM2","historical","r4i1p1f1",114.207613259647,30.5120021654362
2004,"CESM2","historical","r4i1p1f1",114.347814729649,30.3196412540306
2005,"CESM2","historical","r4i1p1f1",113.774574313242,30.3376735906047
2006,"CESM2","historical","r4i1p1f1",117.763007864903,30.6534587603199
2007,"CESM2","historical","r4i1p1f1",114.762640298281,30.3733584140064
2008,"CESM2","historical","r4i1p1f1",114.714182894383,30.6334858454275
2009,"CESM2","historical","r4i1p1f1",115.43227216323,30.7933647742024
2010,"CESM2","historical","r4i1p1f1",116.909527851809,30.6270587288462
2011,"CESM2","historical","r4i1p1f1",116.688455587834,30.7567451567418
2012,"CESM2","historical","r4i1p1f1",116.057823737356,31.1092268029123
1849,"CESM2","historical","r5i1p1f1",97.6750800668941,27.6590902793533
1850,"CESM2","historical","r5i1p1f1",97.050908971707,27.0212820991617
1851,"CESM2","historical","r5i1p1f1",95.0156395614244,26.9834544665041
1852,"CESM2","historical","r5i1p1f1",95.4911468416536,26.9660987361313
1853,"CESM2","historical","r5i1p1f1",96.5421997516769,27.294071519743
1854,"CESM2","historical","r5i1p1f1",96.3719221076449,26.9425652779463
1855,"CESM2","historical","r5i1p1f1",95.8125811301376,27.2438174093259
1856,"CESM2","historical","r5i1p1f1",96.8789201124017,27.4968523421687
1857,"CESM2","historical","r5i1p1f1",96.9242063332739,27.1403058910119
1858,"CESM2","historical","r5i1p1f1",98.5688854247855,27.6651681052306
1859,"CESM2","historical","r5i1p1f1",98.9428617542264,27.4872462305327
1860,"CESM2","historical","r5i1p1f1",98.0392715831252,27.5273686306954
1861,"CESM2","historical","r5i1p1f1",96.9250820299566,26.97320812145
1862,"CESM2","historical","r5i1p1f1",95.804930709328,27.3153895665514
1863,"CESM2","historical","r5i1p1f1",98.0640011981143,27.4158143946814
1864,"CESM2","historical","r5i1p1f1",97.5305506472799,27.536665974837
1865,"CESM2","historical","r5i1p1f1",98.0751985058706,27.6284727479711
1866,"CESM2","historical","r5i1p1f1",98.4001274097561,27.6161962915217
1867,"CESM2","historical","r5i1p1f1",99.5266375942404,27.6234509716074
1868,"CESM2","historical","r5i1p1f1",99.1713998406762,27.5951536121513
1869,"CESM2","historical","r5i1p1f1",97.803929730043,27.6994097753355
1870,"CESM2","historical","r5i1p1f1",99.3340164531045,27.8924680635167
1871,"CESM2","historical","r5i1p1f1",97.9816756822983,27.3659072539287
1872,"CESM2","historical","r5i1p1f1",98.2022718435849,27.5280750167331
1873,"CESM2","historical","r5i1p1f1",98.1022963969668,27.4290621873867
1874,"CESM2","historical","r5i1p1f1",95.3117114508438,26.9550836885245
1875,"CESM2","historical","r5i1p1f1",95.5820004468108,27.0158573787948
1876,"CESM2","historical","r5i1p1f1",94.2847303364827,26.8315075231684
1877,"CESM2","historical","r5i1p1f1",95.9564948717179,27.1319778337861
1878,"CESM2","historical","r5i1p1f1",98.3434636167574,27.3702880645948
1879,"CESM2","historical","r5i1p1f1",97.5789706590218,27.2080702610337
1880,"CESM2","historical","r5i1p1f1",98.3147341296288,27.2744132539613
1881,"CESM2","historical","r5i1p1f1",97.1050727100469,27.0726646765615
1882,"CESM2","historical","r5i1p1f1",96.6054671340153,26.958139590851
1883,"CESM2","historical","r5i1p1f1",97.9393244905203,26.9472112035777
1884,"CESM2","historical","r5i1p1f1",97.3459027439579,26.716922432485
1885,"CESM2","historical","r5i1p1f1",97.1331889983278,26.8975547758862
1886,"CESM2","historical","r5i1p1f1",97.1646291283503,27.1650696960092
1887,"CESM2","historical","r5i1p1f1",95.7710696101403,26.9454479021083
1888,"CESM2","historical","r5i1p1f1",96.6520767213075,26.9842525017287
1889,"CESM2","historical","r5i1p1f1",96.1811896236375,26.8222551934225
1890,"CESM2","historical","r5i1p1f1",96.1352318915504,26.8849465809465
1891,"CESM2","historical","r5i1p1f1",97.3302606407396,26.8082060157526
1892,"CESM2","historical","r5i1p1f1",96.6530610783213,26.9339524583086
1893,"CESM2","historical","r5i1p1f1",96.8462107687814,27.4379128142049
1894,"CESM2","historical","r5i1p1f1",97.8337053456138,27.7219768541136
1895,"CESM2","historical","r5i1p1f1",99.8916990952069,27.5837937670836
1896,"CESM2","historical","r5i1p1f1",100.380222157263,27.7879967681628
1897,"CESM2","historical","r5i1p1f1",99.1874110657362,27.5317261437852
1898,"CESM2","historical","r5i1p1f1",98.2275414290883,27.2387329953606
1899,"CESM2","historical","r5i1p1f1",99.5224567576377,27.4869953342393
1900,"CESM2","historical","r5i1p1f1",97.8049690574339,27.0992346441246
1901,"CESM2","historical","r5i1p1f1",98.096714528046,27.4067842731557
1902,"CESM2","historical","r5i1p1f1",98.9668732701186,27.1294583151571
1903,"CESM2","historical","r5i1p1f1",98.3424449917995,27.073009080554
1904,"CESM2","historical","r5i1p1f1",100.474604638635,27.5387854135764
1905,"CESM2","historical","r5i1p1f1",100.026750978401,27.4143651921371
1906,"CESM2","historical","r5i1p1f1",99.5275030762184,27.2347315620808
1907,"CESM2","historical","r5i1p1f1",100.437128842751,27.6379725143821
1908,"CESM2","historical","r5i1p1f1",99.3536559731943,27.4280803704818
1909,"CESM2","historical","r5i1p1f1",99.8922418350164,27.5137726565976
1910,"CESM2","historical","r5i1p1f1",98.4569498733461,27.1593054121049
1911,"CESM2","historical","r5i1p1f1",100.353434281641,27.7099834515731
1912,"CESM2","historical","r5i1p1f1",99.2072259829306,27.237153830498
1913,"CESM2","historical","r5i1p1f1",100.77324563302,27.6839784106886
1914,"CESM2","historical","r5i1p1f1",99.9806705510703,27.2319653921107
1915,"CESM2","historical","r5i1p1f1",98.995960141922,27.2116708635306
1916,"CESM2","historical","r5i1p1f1",99.1752787224533,27.3375776886821
1917,"CESM2","historical","r5i1p1f1",100.859289798044,27.688818950709
1918,"CESM2","historical","r5i1p1f1",99.591291721496,27.2559527449324
1919,"CESM2","historical","r5i1p1f1",100.541990711359,27.6424754518192
1920,"CESM2","historical","r5i1p1f1",100.791720261235,27.6681528170696
1921,"CESM2","historical","r5i1p1f1",99.983691496083,27.356491946586
1922,"CESM2","historical","r5i1p1f1",99.739398300882,27.4826595839144
1923,"CESM2","historical","r5i1p1f1",99.6131911573271,27.7103876340041
1924,"CESM2","historical","r5i1p1f1",101.362060898837,27.7016695225513
1925,"CESM2","historical","r5i1p1f1",99.8015867870069,27.2065302171988
1926,"CESM2","historical","r5i1p1f1",99.7812472557812,27.650973530015
1927,"CESM2","historical","r5i1p1f1",101.372468935944,27.7983229603418
1928,"CESM2","historical","r5i1p1f1",101.081262295629,27.6201196756643
1929,"CESM2","historical","r5i1p1f1",99.6140391209324,27.4899480695308
1930,"CESM2","historical","r5i1p1f1",99.5962962073946,27.6846376167614
1931,"CESM2","historical","r5i1p1f1",100.642610081947,27.584641308052
1932,"CESM2","historical","r5i1p1f1",99.352906957315,27.5283746750688
1933,"CESM2","historical","r5i1p1f1",101.176987336113,28.1243432373485
1934,"CESM2","historical","r5i1p1f1",100.684655002674,27.5838568048688
1935,"CESM2","historical","r5i1p1f1",100.927491307478,27.4147304883039
1936,"CESM2","historical","r5i1p1f1",100.084167602682,27.0537825497974
1937,"CESM2","historical","r5i1p1f1",98.7020171425615,27.4683281131272
1938,"CESM2","historical","r5i1p1f1",99.9599923999658,27.3003304182021
1939,"CESM2","historical","r5i1p1f1",100.32096004778,27.5226934244508
1941,"CESM2","historical","r5i1p1f1",100.015755958359,27.3102103239403
1942,"CESM2","historical","r5i1p1f1",100.36520044827,27.6353565329385
1943,"CESM2","historical","r5i1p1f1",99.4252950833643,27.304707551122
1944,"CESM2","historical","r5i1p1f1",98.2338174773051,27.0159316709726
1945,"CESM2","historical","r5i1p1f1",101.2350084919,27.9284534666536
1946,"CESM2","historical","r5i1p1f1",103.052870752068,27.8338262246366
1947,"CESM2","historical","r5i1p1f1",101.552629182102,27.3866805335699
1948,"CESM2","historical","r5i1p1f1",99.0683858332924,27.094151773711
1949,"CESM2","historical","r5i1p1f1",99.2374711399912,27.2444175883221
1950,"CESM2","historical","r5i1p1f1",100.840417655618,27.5550038841591
1951,"CESM2","historical","r5i1p1f1",100.390880826909,27.3420250501772
1952,"CESM2","historical","r5i1p1f1",101.337171989171,27.7186198556642
