"value","units","time","era","variable","model","experiment","ensemble","grid","year","month"
0.211812378952345,NA,19010615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","06"
0.214675287473926,NA,19010715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","07"
0.226198616104114,NA,19010815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","08"
0.268180790416086,NA,19010915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","09"
0.362935783691257,NA,19011015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","10"
0.618732835185351,NA,19011115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","11"
0.681686930184157,NA,19011215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1901","12"
0.531646609915763,NA,19020115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","01"
0.29860218528404,NA,19020214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","02"
0.385750274184028,NA,19020315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","03"
0.448160487655701,NA,19020415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","04"
0.345207695317899,NA,19020515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","05"
0.219295578195927,NA,19020615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","06"
0.224989870965066,NA,19020715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","07"
0.239939371471037,NA,19020815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","08"
0.274409746247959,NA,19020915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","09"
0.384754348478671,NA,19021015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","10"
0.550079988319858,NA,19021115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","11"
0.689194604292245,NA,19021215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1902","12"
0.468037366790485,NA,19030115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","01"
0.310263341681763,NA,19030214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","02"
0.348375443282647,NA,19030315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","03"
0.453887541058362,NA,19030415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","04"
0.369616002769109,NA,19030515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","05"
0.227968863169451,NA,19030615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","06"
0.227293845196272,NA,19030715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","07"
0.230427408594615,NA,19030815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","08"
0.259146549036872,NA,19030915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","09"
0.352133116071698,NA,19031015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","10"
0.639334535150307,NA,19031115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","11"
0.624289765906761,NA,19031215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1903","12"
0.475156420223436,NA,19040115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","01"
0.315149971726044,NA,19040214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","02"
0.343386267405445,NA,19040315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","03"
0.457867007242824,NA,19040415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","04"
0.363749388888615,NA,19040515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","05"
0.232003916320823,NA,19040615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","06"
0.240656684322286,NA,19040715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","07"
0.25616630372083,NA,19040815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","08"
0.290562149190061,NA,19040915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","09"
0.365109124630776,NA,19041015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","10"
0.566547709965266,NA,19041115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","11"
0.654095655377105,NA,19041215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1904","12"
0.480187918601824,NA,19050115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","01"
0.310503519293275,NA,19050214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","02"
0.350885182829851,NA,19050315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","03"
0.449066653138473,NA,19050415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","04"
0.329995139646071,NA,19050515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","05"
0.204822413216953,NA,19050615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","06"
0.206782609109387,NA,19050715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","07"
0.221539381325578,NA,19050815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","08"
0.260072309899088,NA,19050915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","09"
0.337897997507336,NA,19051015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","10"
0.577853007395122,NA,19051115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","11"
0.692673879834063,NA,19051215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1905","12"
0.431660469954617,NA,19060115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","01"
0.327825480418107,NA,19060214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","02"
0.324415441971009,NA,19060315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","03"
0.473925544583085,NA,19060415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","04"
0.348859179499905,NA,19060515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","05"
0.227404356290767,NA,19060615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","06"
0.22556412502154,NA,19060715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","07"
0.250678446370129,NA,19060815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","08"
0.29133195534716,NA,19060915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","09"
0.370223599659339,NA,19061015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","10"
0.562134812377166,NA,19061115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","11"
0.638409064951819,NA,19061215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1906","12"
0.46195332960593,NA,19070115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","01"
0.343138247720715,NA,19070214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","02"
0.418789231842838,NA,19070315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","03"
0.395056114269248,NA,19070415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","04"
0.327357214425845,NA,19070515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","05"
0.205099158230248,NA,19070615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","06"
0.207018478875974,NA,19070715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","07"
0.227321398652841,NA,19070815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","08"
0.264333343628465,NA,19070915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","09"
0.354731129801836,NA,19071015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","10"
0.559725263041835,NA,19071115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","11"
0.673821450691625,NA,19071215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1907","12"
0.450091108542271,NA,19080115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","01"
0.312716531490677,NA,19080214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","02"
0.35497870820639,NA,19080315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","03"
0.448691940805755,NA,19080415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","04"
0.373780409413309,NA,19080515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","05"
0.213285957607151,NA,19080615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","06"
0.203041454734725,NA,19080715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","07"
0.213127556002267,NA,19080815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","08"
0.256027363348498,NA,19080915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","09"
0.37280246662226,NA,19081015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","10"
0.602389941422092,NA,19081115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","11"
0.703564687713151,NA,19081215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1908","12"
0.464495632666677,NA,19090115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","01"
0.315790940516286,NA,19090214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","02"
0.367652856135518,NA,19090315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","03"
0.434024648324083,NA,19090415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","04"
0.352145627894872,NA,19090515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","05"
0.220095772984097,NA,19090615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","06"
0.219242624023406,NA,19090715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","07"
0.250861679444243,NA,19090815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","08"
0.284550303413024,NA,19090915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","09"
0.382881233896749,NA,19091015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","10"
0.58478219054634,NA,19091115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","11"
0.689107517107829,NA,19091215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1909","12"
0.460356210537643,NA,19100115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","01"
0.311245871345859,NA,19100214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","02"
0.411722874224903,NA,19100315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","03"
0.422347829817573,NA,19100415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","04"
0.351867743756817,NA,19100515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","05"
0.225073050268348,NA,19100615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","06"
0.218971611168269,NA,19100715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","07"
0.243671406748784,NA,19100815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","08"
0.298382495059131,NA,19100915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","09"
0.396341860236015,NA,19101015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","10"
0.639300906796366,NA,19101115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","11"
0.613651839062718,NA,19101215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1910","12"
0.376239822195699,NA,19110115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","01"
0.291623907717506,NA,19110214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","02"
0.358517131582005,NA,19110315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","03"
0.504996687713374,NA,19110415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","04"
0.35713959293512,NA,19110515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","05"
0.226571500612435,NA,19110615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","06"
0.22144775117133,NA,19110715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","07"
0.247300219440368,NA,19110815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","08"
0.2771309828021,NA,19110915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","09"
0.390144798949165,NA,19111015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","10"
0.608548716437637,NA,19111115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","11"
0.669661905899918,NA,19111215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1911","12"
0.446319234419096,NA,19120115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","01"
0.303842010002128,NA,19120214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","02"
0.352557927239918,NA,19120315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","03"
0.454516702943548,NA,19120415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","04"
0.350362506706,NA,19120515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","05"
0.228371730649942,NA,19120615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","06"
0.222768228450584,NA,19120715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","07"
0.233592439164108,NA,19120815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","08"
0.265370797189495,NA,19120915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","09"
0.359474430562436,NA,19121015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","10"
0.562505903111938,NA,19121115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","11"
0.573061687002121,NA,19121215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1912","12"
0.401136218573149,NA,19130115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","01"
0.295107577250834,NA,19130214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","02"
0.374944651812324,NA,19130315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","03"
0.451566902351871,NA,19130415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","04"
0.318725109200762,NA,19130515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","05"
0.215286503899539,NA,19130615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","06"
0.214185455262497,NA,19130715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","07"
0.23149327428485,NA,19130815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","08"
0.268114493999894,NA,19130915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","09"
0.345933325126419,NA,19131015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","10"
0.579863416978863,NA,19131115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","11"
0.659527146656586,NA,19131215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1913","12"
0.4667425949612,NA,19140115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","01"
0.321335116681363,NA,19140214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","02"
0.375775969589354,NA,19140315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","03"
0.471512737384074,NA,19140415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","04"
0.308542728477365,NA,19140515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","05"
0.206553938276495,NA,19140615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","06"
0.220266623922494,NA,19140715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","07"
0.24616557267069,NA,19140815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","08"
0.265668459333021,NA,19140915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","09"
0.363291932139312,NA,19141015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","10"
0.64536131805918,NA,19141115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","11"
0.648162092263574,NA,19141215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1914","12"
0.507442360314472,NA,19150115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","01"
0.325827548962022,NA,19150214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","02"
0.326358039368353,NA,19150315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","03"
0.44105184783085,NA,19150415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","04"
0.330340915128399,NA,19150515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","05"
0.225966021373242,NA,19150615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","06"
0.228024030898301,NA,19150715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","07"
0.248632282987207,NA,19150815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","08"
0.265983972219882,NA,19150915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","09"
0.371419560009662,NA,19151015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","10"
0.576997466364627,NA,19151115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","11"
0.722638184770965,NA,19151215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1915","12"
0.434456769877033,NA,19160115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","01"
0.286224473444952,NA,19160214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","02"
0.322939056023306,NA,19160315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","03"
0.445930566262708,NA,19160415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","04"
0.313416922652463,NA,19160515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","05"
0.203978466431047,NA,19160615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","06"
0.216064513289043,NA,19160715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","07"
0.224565380930072,NA,19160815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","08"
0.253293603999434,NA,19160915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","09"
0.350030560221932,NA,19161015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","10"
0.563044318677072,NA,19161115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","11"
0.639538145399579,NA,19161215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1916","12"
0.470981357953728,NA,19170115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","01"
0.333175818649044,NA,19170214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","02"
0.357955180623539,NA,19170315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","03"
0.448577660975685,NA,19170415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","04"
0.378232072513278,NA,19170515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","05"
0.213188599398591,NA,19170615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","06"
0.203410659173092,NA,19170715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","07"
0.22410383355442,NA,19170815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","08"
0.260518206259303,NA,19170915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","09"
0.361700223381256,NA,19171015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","10"
0.655685597750235,NA,19171115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","11"
0.69132395394859,NA,19171215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1917","12"
0.43290915504107,NA,19180115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","01"
0.284959337392766,NA,19180214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","02"
0.359260174458922,NA,19180315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","03"
0.451548996567096,NA,19180415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","04"
0.366938887593311,NA,19180515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","05"
0.235405297973937,NA,19180615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","06"
0.224504878863347,NA,19180715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","07"
0.2378215671353,NA,19180815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","08"
0.280331341188528,NA,19180915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","09"
0.371932690130333,NA,19181015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","10"
0.619831111405445,NA,19181115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","11"
0.711520146115835,NA,19181215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1918","12"
0.461566186789791,NA,19190115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","01"
0.311036113877098,NA,19190214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","02"
0.372138869672703,NA,19190315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","03"
0.396679714177712,NA,19190415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","04"
0.345366920156305,NA,19190515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","05"
0.216208214384937,NA,19190615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","06"
0.204971676552802,NA,19190715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","07"
0.220784658546207,NA,19190815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","08"
0.271217275355761,NA,19190915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","09"
0.363082509685714,NA,19191015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","10"
0.544137195522293,NA,19191115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","11"
0.649826786016838,NA,19191215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1919","12"
0.622738091047778,NA,19200115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","01"
0.323106218661089,NA,19200214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","02"
0.323010502011275,NA,19200315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","03"
0.458491150541269,NA,19200415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","04"
0.368831937600136,NA,19200515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","05"
0.211526496903095,NA,19200615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","06"
0.203758306175634,NA,19200715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","07"
0.227197255456355,NA,19200815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","08"
0.269714783471943,NA,19200915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","09"
0.362916353885881,NA,19201015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","10"
0.61320682177707,NA,19201115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","11"
0.61428732556428,NA,19201215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1920","12"
0.491200970230039,NA,19210115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","01"
0.355578168405997,NA,19210214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","02"
0.370117965425585,NA,19210315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","03"
0.419787448084555,NA,19210415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","04"
0.382408678369997,NA,19210515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","05"
0.228332098155661,NA,19210615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","06"
0.222379001878073,NA,19210715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","07"
0.226387207810754,NA,19210815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","08"
0.255653078369422,NA,19210915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","09"
0.35014342902198,NA,19211015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","10"
0.586320615080298,NA,19211115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","11"
0.741095131797353,NA,19211215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1921","12"
0.436585316963646,NA,19220115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","01"
0.306319533488284,NA,19220214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","02"
0.307746291612228,NA,19220315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","03"
0.430458980500491,NA,19220415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","04"
0.355379882745899,NA,19220515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","05"
0.219494191223389,NA,19220615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","06"
0.207896418770818,NA,19220715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","07"
0.222884197362353,NA,19220815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","08"
0.267893858663635,NA,19220915,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","09"
0.381483820660525,NA,19221015.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","10"
0.660792341343828,NA,19221115,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","11"
0.595100070348412,NA,19221215.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1922","12"
0.497365177889982,NA,19230115.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","01"
0.342783874799868,NA,19230214,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","02"
0.375398350283104,NA,19230315.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","03"
0.439130725519915,NA,19230415,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","04"
0.294150618249644,NA,19230515.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","05"
0.212978206356672,NA,19230615,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","06"
0.22534804468722,NA,19230715.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","07"
0.244123555155299,NA,19230815.5,"cmip6","ratio","CESM2","historical","r1i1p1f1","gn","1923","08"
